"group_number","group_number","same_volume"
4181,1782,t
4182,4896,t
4183,13921,t
4188,27835,t
4189,23201,t
4190,24437,t
4194,12045,t
4201,5476,t
4202,16441,t
4205,22843,t
4208,9929,t
4217,16755,t
4223,4335,t
4246,8049,t
4248,2224,t
4248,13277,t
4249,20141,t
4249,20682,t
4254,28409,t
4256,10357,t
4261,28393,t
4272,2805,t
4279,11356,t
4282,25852,t
4288,3172,t
4289,4291,t
4289,26744,t
4291,3975,t
4291,4289,t
4414,10199,t
4318,13732,t
4340,14845,t
4341,580,t
4345,10389,t
4327,4337,t
4327,12714,t
4334,14300,t
4335,4223,t
4356,7555,t
4356,17638,t
4357,5665,t
4337,4327,t
4347,10165,t
4351,6785,t
4351,23311,t
4353,6846,t
4361,5344,t
4361,11165,t
4362,5667,t
4365,23800,t
4369,6600,t
4372,23361,t
4373,17938,t
4374,17938,t
4403,13499,t
4377,26705,t
4379,25352,t
4381,4488,t
4385,6888,t
4387,3886,t
4388,13732,t
4397,6412,t
4397,27334,t
4399,27658,t
4410,22051,t
4450,17583,t
4432,21015,t
4434,5252,t
4439,2725,t
4442,5290,t
4505,25271,t
4447,22245,t
20264,15094,t
20264,27002,t
4453,6302,t
4457,5082,t
4461,25362,t
4466,18134,t
4477,7551,t
4477,13374,t
4487,1706,t
4488,3585,t
4488,4381,t
4507,2080,t
4508,6028,t
4514,4524,t
4514,6229,t
4518,25440,t
7924,3112,t
4524,4514,t
4543,16111,t
4550,389,t
4550,12482,t
4564,2048,t
4568,5496,t
4572,2787,t
4576,5554,t
4576,27071,t
4628,4875,t
4581,24826,t
4590,7066,t
4594,4612,t
4594,11179,t
4597,23798,t
4599,11009,t
4605,12209,t
4612,4594,t
4617,27909,t
4617,14472,t
4618,7018,t
4620,7038,t
4622,8291,t
4624,6678,t
4624,24101,t
4626,13508,t
4627,13528,t
4864,213,t
4864,12357,t
4637,3768,t
4638,13458,t
4646,6829,t
4646,28882,t
4647,6886,t
4648,20019,t
4653,5968,t
4655,7226,t
4682,17581,t
4683,7266,t
4658,1240,t
4665,2488,t
4665,2383,t
4672,30674,t
4674,6171,t
4674,6440,t
4678,16402,t
4688,4690,t
4690,4688,t
4718,4703,t
4718,6154,t
4698,28598,t
4701,7610,t
4703,4718,t
4704,13471,t
4725,5698,t
4727,3838,t
4737,8644,t
4748,7777,t
4748,22768,t
4754,839,t
4758,1346,t
21012,29381,t
4763,1505,t
4763,19260,t
4768,3155,t
4773,19047,t
4776,4834,t
4776,20404,t
4784,6222,t
4798,3656,t
4798,24471,t
4803,1038,t
4803,1397,t
21106,777,t
4823,10984,t
4823,28436,t
4822,25666,t
4829,3579,t
4834,4776,t
4834,20404,t
4835,6356,t
4835,30922,t
4841,26005,t
4842,29831,t
4846,4860,t
4848,14780,t
4855,23204,t
4859,14882,t
4860,4846,t
4866,29279,t
4867,5631,t
4872,5979,t
4874,28745,t
4875,4628,t
4879,22330,t
4883,3271,t
4892,13711,t
4896,4182,t
4906,7021,t
4907,22015,t
4909,1325,t
4912,16945,t
4917,6073,t
4917,14714,t
4923,24358,t
4924,2606,t
4952,14603,t
4953,3651,t
4958,25111,t
4960,6976,t
4962,6726,t
4966,23771,t
4975,17446,t
4976,6753,t
4988,29994,t
4991,3822,t
4991,20033,t
5051,5063,t
5000,23352,t
5002,8779,t
5074,24880,t
5016,30111,t
5019,19431,t
5039,25098,t
5063,5051,t
5064,18687,t
5076,5111,t
5078,8196,t
5079,21037,t
5081,29899,t
5082,4457,t
5082,5120,t
5089,5109,t
5098,27887,t
5107,25532,t
5108,498,t
5109,5089,t
5111,20165,t
5111,5076,t
5120,5082,t
5120,11930,t
5126,5145,t
5131,6399,t
5133,22314,t
5137,8203,t
5140,30723,t
5144,25647,t
5145,5126,t
5145,5163,t
5148,5157,t
5156,17718,t
5157,5148,t
5163,5145,t
5163,5190,t
5165,28445,t
5171,3351,t
5172,18275,t
5181,17139,t
5190,5163,t
5192,1468,t
5194,21017,t
5196,1636,t
5196,5244,t
5198,12775,t
5206,29627,t
5209,5320,t
5213,19376,t
5214,12472,t
5219,29690,t
5225,23212,t
5227,5241,t
5236,19874,t
5241,5227,t
5244,5196,t
18690,27613,t
5248,13666,t
5252,4434,t
5256,13050,t
5257,6737,t
5258,2799,t
5261,5304,t
5275,5317,t
5281,3656,t
5290,4442,t
5307,27953,t
5308,19376,t
5308,24273,t
5297,14187,t
5304,5261,t
5304,25463,t
5313,24049,t
5314,21753,t
5317,5275,t
5320,5209,t
5332,30823,t
5344,4361,t
5344,21028,t
5346,10129,t
5360,9504,t
5372,5631,t
5417,14845,t
5417,29216,t
5380,25838,t
5404,5514,t
5397,7603,t
5397,27483,t
5403,1256,t
5438,23682,t
5477,22906,t
5421,26722,t
5479,19122,t
5487,20726,t
5482,10715,t
5450,11106,t
5461,14474,t
5464,16405,t
5466,1772,t
5476,2759,t
5476,4201,t
5493,6630,t
5496,4568,t
5518,7280,t
21340,12984,t
5501,26443,t
5502,23523,t
5503,5539,t
5522,5536,t
5514,5404,t
5514,5550,t
5517,5697,t
5519,21064,t
5521,30315,t
21532,28375,t
21532,29261,t
5530,5428,t
5530,4093,t
5536,5522,t
5536,5549,t
5539,5503,t
5542,5566,t
5543,26390,t
5549,5536,t
5550,5514,t
5554,4576,t
5564,17898,t
8740,8729,t
8740,8755,t
5566,5542,t
5625,3907,t
5625,5642,t
5604,5636,t
5609,5627,t
5609,24131,t
5610,30740,t
5627,5609,t
5631,4867,t
5631,5372,t
5665,4357,t
5634,5890,t
5636,5604,t
5636,5736,t
5638,1587,t
5638,15026,t
5640,3756,t
5640,8662,t
5642,5625,t
5645,1814,t
5667,4362,t
6130,5954,t
5663,1268,t
5668,13436,t
5671,12886,t
5671,13379,t
5672,29921,t
5676,20036,t
5736,5636,t
5736,5806,t
5689,17966,t
5691,17141,t
5697,5517,t
5699,14759,t
5719,24928,t
5733,8093,t
5740,3730,t
5740,7534,t
5747,27852,t
5750,6460,t
5750,10698,t
5751,1375,t
5754,12144,t
5754,23977,t
5756,8057,t
5846,6432,t
5765,2666,t
5768,12558,t
5770,18040,t
5774,573,t
5921,10812,t
5781,5816,t
5791,18790,t
5791,29569,t
5806,5736,t
5806,5893,t
5809,2364,t
5809,4105,t
5816,5781,t
5816,5871,t
5817,5855,t
5843,7994,t
5852,26394,t
5855,5817,t
5855,6013,t
5857,6022,t
5857,17093,t
5860,21474,t
5905,3919,t
5866,4145,t
5869,26016,t
5871,5816,t
5871,5906,t
5893,5806,t
5879,22663,t
5888,3921,t
5890,5634,t
5890,5959,t
5894,5912,t
5897,995,t
5898,26752,t
7117,7113,t
6004,6184,t
6004,10608,t
5906,5871,t
5909,25319,t
5912,5894,t
5930,10113,t
5923,18149,t
5927,5940,t
5934,25013,t
5934,27086,t
5939,6303,t
5940,5927,t
5962,27738,t
5947,5956,t
5950,13375,t
5954,6130,t
5954,17899,t
5956,5947,t
5959,5890,t
6690,28104,t
5968,2973,t
5968,4653,t
5973,6141,t
5973,19447,t
5976,29831,t
5979,4872,t
5979,6027,t
5984,22958,t
5985,1394,t
5986,6017,t
5988,14104,t
5999,6055,t
6003,6026,t
6006,5957,t
6030,6107,t
6030,24131,t
6013,5855,t
6013,21307,t
6017,5986,t
6020,8107,t
6022,5857,t
6025,24329,t
6026,6003,t
6027,5979,t
6028,1354,t
6028,4508,t
6034,6082,t
6039,1260,t
6039,2504,t
6043,6121,t
6050,23005,t
6113,11358,t
6060,6124,t
6349,23711,t
6073,4917,t
6228,6126,t
6228,6273,t
6078,29829,t
6081,6119,t
6082,6034,t
6095,24034,t
6097,8722,t
6097,28223,t
6107,6030,t
6107,22022,t
6119,6081,t
6120,19468,t
6121,6043,t
6121,6185,t
6124,6060,t
6126,6228,t
6127,27084,t
6135,23791,t
6141,5973,t
6141,21489,t
6144,912,t
6154,4718,t
6154,6219,t
6174,25492,t
6161,14090,t
6162,25514,t
6412,4110,t
6412,4397,t
6167,14758,t
6170,25527,t
6171,4674,t
6176,6177,t
6177,6176,t
22494,25040,t
6184,6004,t
6185,6121,t
6186,6307,t
6187,25973,t
6195,26444,t
6200,6287,t
6206,11268,t
6211,22880,t
6211,28497,t
6215,1023,t
6218,20055,t
6219,6154,t
6219,19791,t
6220,28090,t
6222,4784,t
6226,764,t
6229,4514,t
6250,11040,t
6262,6286,t
6263,21215,t
6264,4110,t
6265,6342,t
6265,27540,t
6267,22691,t
6314,6380,t
6271,6316,t
6271,24611,t
6273,6228,t
6273,22940,t
6281,28262,t
6286,6262,t
6292,21518,t
6294,20748,t
6300,10644,t
6302,4453,t
6303,5939,t
6303,24432,t
6307,6186,t
6313,6381,t
6334,26379,t
6316,6271,t
6316,27334,t
6331,8848,t
6338,6966,t
6341,2842,t
6342,6265,t
6342,25787,t
6343,6439,t
6350,6340,t
6356,4835,t
6358,6820,t
6460,5750,t
6460,12883,t
6378,6400,t
6378,23278,t
6379,24531,t
6380,6314,t
6381,6313,t
6383,22940,t
6385,6392,t
6389,6414,t
6389,10751,t
6411,18089,t
6392,6385,t
6396,8651,t
6399,5131,t
6400,6378,t
6405,6413,t
6413,6405,t
6414,4156,t
6414,6389,t
6420,14418,t
6423,13816,t
6432,683,t
6432,5846,t
6439,6343,t
6454,20842,t
6488,26250,t
6440,4674,t
6444,20475,t
6449,6537,t
6457,6474,t
6470,19461,t
6474,6457,t
22026,14679,t
22026,28422,t
6480,1713,t
6482,14517,t
6489,6551,t
6492,1383,t
6493,23796,t
6495,6515,t
6495,28633,t
6508,20584,t
6515,6495,t
6515,21184,t
6785,4351,t
6529,21841,t
6531,5788,t
6537,6449,t
6538,6568,t
6541,22855,t
6548,7499,t
6549,25542,t
6551,6489,t
6561,6606,t
6562,27101,t
6567,7345,t
6568,6538,t
6582,25707,t
6606,6561,t
6589,18076,t
6593,20401,t
6600,4369,t
6628,1153,t
6628,6740,t
6607,989,t
6612,14197,t
6618,6642,t
6620,29864,t
6624,29669,t
6635,21841,t
6711,8059,t
6642,6618,t
6652,29669,t
6654,6685,t
6654,8804,t
6667,18741,t
6687,6703,t
6673,24582,t
6678,4624,t
6680,1226,t
6684,11394,t
6685,6654,t
6703,6687,t
6703,22499,t
6704,13335,t
6709,6802,t
6712,27422,t
6718,6803,t
6726,4962,t
6733,6750,t
6734,22153,t
6737,5257,t
6737,6774,t
6740,6628,t
6750,6733,t
6750,6831,t
6750,20065,t
6750,22490,t
6753,4976,t
6760,17559,t
6765,17397,t
6765,25242,t
6766,10508,t
6767,10188,t
6769,6809,t
6770,11945,t
6839,28446,t
6774,6737,t
6781,10999,t
6797,6895,t
6800,18861,t
6802,6709,t
6803,6718,t
6808,8840,t
6809,6769,t
6810,4074,t
6816,26217,t
6820,6358,t
6821,22453,t
6821,30467,t
6825,6871,t
6829,4646,t
6831,6750,t
6831,20065,t
6831,22490,t
6836,17384,t
6837,29328,t
6846,4353,t
6848,10349,t
7118,13663,t
6855,20425,t
6859,25002,t
6893,2121,t
6863,7284,t
6869,4392,t
6871,6825,t
6879,28809,t
6884,30116,t
6886,4647,t
6888,4385,t
6895,6797,t
6937,7000,t
6900,10157,t
6904,6910,t
6909,6947,t
6925,26553,t
6919,6980,t
6940,6999,t
6930,7000,t
6931,24021,t
6931,29216,t
6932,26799,t
6943,27533,t
6946,6956,t
6948,11590,t
6959,17389,t
6966,6338,t
6967,6927,t
6983,11590,t
6987,7341,t
6991,9701,t
6991,21558,t
6997,9807,t
6970,6950,t
6970,7066,t
6976,4960,t
6999,6940,t
6999,7029,t
7000,6937,t
7000,6930,t
7004,7081,t
7021,4906,t
7011,7050,t
7014,7100,t
7022,1722,t
7025,24609,t
7045,27084,t
7045,28006,t
7027,956,t
7029,6999,t
7035,13578,t
7038,4620,t
7043,7160,t
7054,19049,t
23257,3589,t
7060,12629,t
7061,13829,t
7066,4590,t
7066,6970,t
7074,10989,t
7088,30147,t
7078,25690,t
7078,29531,t
7080,10119,t
7081,7004,t
7082,7085,t
7082,25771,t
7085,7082,t
7085,7087,t
7086,13663,t
7087,7085,t
7091,7251,t
7096,14727,t
7097,4100,t
7101,29531,t
7108,7113,t
7112,14518,t
7113,7117,t
7113,7108,t
7114,13697,t
7120,11167,t
7166,4019,t
7166,7129,t
7124,1061,t
7125,1117,t
7129,4651,t
7129,7166,t
7132,7157,t
7152,1127,t
7154,669,t
7181,19699,t
7160,7043,t
7161,30759,t
7163,3874,t
7163,7210,t
7210,7163,t
7210,7239,t
23174,26423,t
7214,28832,t
23175,28345,t
7195,3831,t
7199,22882,t
7199,26195,t
7201,7590,t
7206,4052,t
7216,734,t
7219,10156,t
7219,26727,t
7224,7570,t
7226,4655,t
7355,30612,t
7229,26086,t
7233,4019,t
7236,7821,t
7261,7257,t
7238,23661,t
7357,26648,t
7239,7241,t
7239,7210,t
7278,13648,t
7278,29379,t
7251,7091,t
7279,13644,t
7279,22969,t
7280,5518,t
11997,13532,t
7257,7261,t
7263,11267,t
7266,4683,t
7266,21182,t
7267,3770,t
7274,7305,t
7274,13718,t
7284,6863,t
7540,30224,t
7305,7274,t
7327,9977,t
7341,6987,t
7341,7345,t
7345,6567,t
7345,7341,t
7364,1923,t
7369,13641,t
7373,19071,t
7384,27314,t
7393,4067,t
7393,25531,t
7396,7542,t
7397,194,t
7404,1092,t
7417,9207,t
7437,21066,t
7435,8220,t
7427,7751,t
7445,7646,t
7525,16585,t
7470,13801,t
7478,19502,t
7481,13312,t
7487,7533,t
7487,1253,t
7488,14834,t
7494,7543,t
7496,23287,t
7499,6548,t
19517,23294,t
7507,3503,t
7507,9127,t
7508,21314,t
7508,29037,t
7509,29429,t
7513,11848,t
7518,17511,t
7522,24556,t
7523,1505,t
7551,4477,t
7551,10349,t
7529,7677,t
7534,5740,t
7539,20225,t
23560,19448,t
7542,7396,t
7546,22176,t
7555,4356,t
7564,3140,t
7570,7224,t
7570,26904,t
7574,7604,t
7574,23884,t
7575,17537,t
7576,27367,t
7576,17145,t
7580,27206,t
7587,435,t
7588,28136,t
7590,7201,t
7597,29065,t
7599,2851,t
7603,2886,t
7603,5397,t
7604,7574,t
7604,7615,t
7605,13558,t
7610,4701,t
7611,21830,t
7615,7604,t
7633,8309,t
7634,13926,t
7643,29942,t
7644,8088,t
7644,24410,t
7646,7445,t
7649,3724,t
7650,10285,t
7661,7685,t
7661,17916,t
7663,28279,t
7666,26230,t
7747,1829,t
7747,11901,t
7670,2401,t
7670,11107,t
7673,2744,t
7673,13644,t
7677,7529,t
7677,11698,t
7683,8849,t
7685,7661,t
7688,19746,t
7697,17151,t
7697,21762,t
7700,27017,t
7701,24551,t
7702,25916,t
7704,25417,t
7721,26352,t
7746,8104,t
7751,7427,t
7752,16954,t
7768,3496,t
7773,17567,t
7777,4748,t
7782,18817,t
7783,1806,t
7783,28378,t
7789,26620,t
7808,7807,t
7815,7839,t
7821,7236,t
7822,30121,t
7829,18594,t
7839,7815,t
7840,9903,t
7841,28685,t
7871,17721,t
7846,28981,t
7847,10465,t
7867,7868,t
7868,7867,t
7873,2259,t
7879,2177,t
7880,1602,t
7881,27112,t
7883,12120,t
7894,21556,t
7901,20328,t
7901,23204,t
7908,1289,t
7908,20204,t
7911,7931,t
7959,19201,t
7959,27896,t
7946,1316,t
7946,30841,t
7947,7934,t
7978,7986,t
7931,7911,t
7934,7947,t
7937,24820,t
7940,15587,t
7956,25051,t
7968,25954,t
7970,20811,t
7971,19201,t
7971,23767,t
7974,7976,t
7976,7974,t
7986,7978,t
7987,23964,t
7990,17,t
7992,21516,t
7994,5843,t
7996,25954,t
7998,27770,t
8001,12694,t
8023,14891,t
8023,24078,t
8009,11066,t
9197,9232,t
9197,21713,t
8019,11567,t
8049,4246,t
8025,728,t
8028,14834,t
8033,14169,t
8035,13819,t
8037,23479,t
8044,16439,t
8057,5756,t
8059,6711,t
8062,16766,t
8078,580,t
8088,7644,t
8093,5733,t
8101,3564,t
8104,7746,t
8107,6020,t
8113,3581,t
8118,11707,t
8119,11134,t
8140,29616,t
8147,23928,t
8156,10976,t
8170,9546,t
8196,5078,t
8223,13375,t
8203,5137,t
8203,8486,t
8220,7435,t
8222,25415,t
8227,23181,t
8227,25781,t
8236,1295,t
8261,19720,t
8264,3696,t
8264,8320,t
8281,18363,t
8282,8309,t
8282,14490,t
8291,4622,t
8292,11879,t
8292,19504,t
8296,13506,t
8309,7633,t
8309,8282,t
8313,13540,t
8320,8264,t
8320,8555,t
8354,18975,t
8522,8546,t
8371,3190,t
8388,8406,t
8393,8398,t
8393,20090,t
8523,26728,t
8398,8393,t
8405,12225,t
8406,8388,t
8406,8416,t
8416,8406,t
8428,18112,t
8428,30690,t
8436,14061,t
8450,8470,t
8455,3028,t
8456,24404,t
8461,23984,t
8466,23478,t
8470,8450,t
8470,29552,t
8471,3765,t
8471,8506,t
8473,3092,t
8481,455,t
8481,469,t
8486,8203,t
8488,10962,t
8506,8471,t
8512,8556,t
8513,6224,t
8546,8522,t
8527,1829,t
8529,8574,t
8529,18141,t
8535,8576,t
8537,8562,t
8541,11744,t
8541,20871,t
8551,9775,t
8661,20004,t
23456,27577,t
8555,8320,t
8556,8512,t
8562,8537,t
8565,19181,t
8566,1089,t
8574,8529,t
8576,8535,t
8591,8657,t
8617,8693,t
8629,17173,t
8637,8692,t
8637,21361,t
8643,3898,t
8644,4737,t
8647,8683,t
8649,15050,t
8651,6396,t
8657,8591,t
8662,5640,t
8665,21709,t
8666,25663,t
8668,12273,t
8670,148,t
8674,19509,t
8677,8695,t
8683,8647,t
8684,17478,t
8692,8637,t
8692,30979,t
8693,8617,t
8693,25561,t
8695,8677,t
8709,19195,t
8710,2525,t
8710,8715,t
8715,8710,t
8720,1126,t
8722,6097,t
8726,25118,t
8729,8740,t
8730,26663,t
8734,25949,t
8743,22196,t
8746,23725,t
8747,19725,t
8755,8740,t
8755,8796,t
8766,440,t
8767,13597,t
8767,19420,t
8769,19826,t
8779,5002,t
8790,19867,t
8796,8755,t
8800,2886,t
8800,8806,t
8804,6654,t
8806,8800,t
8811,12669,t
8818,8864,t
8819,26221,t
8927,13520,t
8822,8873,t
8840,6808,t
8840,8856,t
8844,11085,t
8846,18748,t
8846,27100,t
8848,6331,t
8849,7683,t
9546,8170,t
8850,8859,t
8856,8840,t
8856,8877,t
8859,8850,t
8860,3333,t
8861,29719,t
8862,24369,t
8864,8818,t
8864,12860,t
8872,8884,t
8873,8822,t
8877,8856,t
8883,8885,t
8884,8872,t
8885,8883,t
8891,11161,t
8893,9080,t
8900,19756,t
8907,13429,t
9039,9029,t
9039,9053,t
8919,21170,t
8924,27658,t
8929,3453,t
8929,29163,t
8940,13119,t
20284,22505,t
20284,23227,t
8960,28669,t
8976,30410,t
8977,19223,t
8982,14902,t
9084,3959,t
9080,8893,t
8999,30607,t
9031,21639,t
9043,5299,t
9043,11712,t
9067,9048,t
9069,9581,t
9091,17770,t
9097,9110,t
9110,7543,t
9110,9097,t
9116,60,t
9116,18285,t
9127,7507,t
9132,12401,t
9151,9295,t
9152,9179,t
9156,3668,t
9207,7417,t
9169,16297,t
9179,9152,t
9179,9217,t
9180,22420,t
9182,9190,t
9182,17072,t
9234,9200,t
9234,9262,t
9190,9182,t
9193,9250,t
9193,24381,t
9195,9212,t
9200,9234,t
9212,9195,t
9217,9179,t
9221,9253,t
9221,28325,t
9222,9251,t
9232,9197,t
9235,6052,t
9244,20320,t
9245,569,t
9245,733,t
9250,9193,t
9251,9222,t
9251,9274,t
9253,9221,t
9256,14203,t
9262,9234,t
9274,9251,t
9275,9310,t
9295,9151,t
23682,5438,t
23682,19685,t
9283,17516,t
9293,11619,t
9293,11654,t
9310,9275,t
9324,10808,t
9325,19187,t
9336,20871,t
9344,12837,t
9351,27785,t
9351,21831,t
9353,14786,t
9372,10343,t
9402,14290,t
20743,14871,t
20743,19994,t
9430,19811,t
9441,9459,t
9459,9441,t
9497,12424,t
9504,5360,t
9514,15883,t
9521,2688,t
9531,17795,t
9567,25828,t
9578,9611,t
9579,18792,t
9581,9069,t
9581,10721,t
9596,26321,t
9611,9578,t
9637,9746,t
9658,28769,t
9671,10591,t
9790,19329,t
9698,20371,t
9701,6991,t
9736,20755,t
9775,623,t
9775,8551,t
9737,14987,t
9791,3638,t
9776,230,t
9777,30755,t
9754,9772,t
9758,26682,t
9772,9754,t
9782,9822,t
9804,25870,t
9807,6997,t
9822,9782,t
9825,9850,t
9850,9825,t
9854,29969,t
10113,5930,t
9866,15534,t
9878,29557,t
9900,19639,t
9903,7840,t
9906,9953,t
9914,13146,t
9914,21776,t
9923,30155,t
9926,12992,t
9929,4208,t
9977,22600,t
9977,7327,t
9979,21071,t
9979,28137,t
9985,3501,t
10199,4414,t
9997,4072,t
9997,21975,t
10004,19370,t
10007,27041,t
10008,28671,t
24556,7522,t
10014,10565,t
10030,3416,t
10030,18172,t
10038,182,t
10100,21110,t
10101,774,t
10119,7080,t
10129,5346,t
10156,7219,t
10157,6900,t
10165,4347,t
10182,22756,t
10188,6767,t
25110,19326,t
10386,10351,t
10465,7847,t
10262,3102,t
10263,1561,t
10265,10956,t
10308,10274,t
10274,10308,t
10279,22116,t
10284,10340,t
10285,7650,t
10343,9372,t
10344,19308,t
10298,24573,t
10315,25507,t
10324,10366,t
25111,4958,t
25111,29038,t
10329,9471,t
10397,30542,t
10541,10549,t
10338,21697,t
10338,30868,t
10349,6848,t
10349,7551,t
10351,10386,t
10366,10324,t
10389,4345,t
10357,4256,t
10364,3182,t
10401,10421,t
10406,29072,t
10408,29863,t
10411,10821,t
10471,10439,t
10418,10508,t
10421,10401,t
10461,10496,t
10426,19991,t
10427,13921,t
10439,10471,t
10467,4750,t
10475,13930,t
10480,10517,t
10481,29863,t
10482,20592,t
10485,13478,t
10537,13940,t
10495,30479,t
10496,10461,t
10498,28581,t
10504,13933,t
10508,6766,t
10508,10418,t
10517,3128,t
10517,10480,t
10520,13936,t
10529,10544,t
10531,10565,t
10532,10554,t
10544,10529,t
10549,10541,t
10554,10532,t
10555,2953,t
10558,450,t
10561,10521,t
10565,10014,t
10565,10531,t
10696,23091,t
10696,30522,t
25113,1427,t
10638,10594,t
10589,10619,t
10591,3641,t
10591,9671,t
10594,10638,t
10599,13952,t
10608,6004,t
10608,21801,t
10619,10589,t
10641,21610,t
10698,5750,t
10644,6300,t
10644,18655,t
10660,22713,t
10724,8054,t
10724,26251,t
10685,27312,t
10691,28853,t
10704,16731,t
21015,4432,t
10715,5482,t
10717,22697,t
10717,28298,t
10719,22468,t
10719,28671,t
10721,9581,t
10722,26693,t
10729,10740,t
10740,10729,t
10751,6389,t
10751,26579,t
10768,23517,t
10794,29635,t
10794,30311,t
10806,11521,t
10808,9324,t
10812,5921,t
10812,21279,t
10819,3063,t
10821,10411,t
10821,29681,t
10829,23738,t
10833,10999,t
10878,24575,t
10856,10950,t
10884,10910,t
10896,19813,t
10910,10884,t
10924,11288,t
10933,14644,t
10976,8156,t
10950,10856,t
10950,29674,t
10956,16474,t
10956,10265,t
10962,8488,t
10966,1757,t
10966,11004,t
10970,11737,t
10971,21336,t
11632,24336,t
10984,4823,t
10987,11879,t
10987,13363,t
10989,7074,t
10992,25883,t
10993,30690,t
10994,26061,t
10999,6781,t
10999,10833,t
11004,10966,t
11004,30794,t
11009,4599,t
11010,4180,t
11012,13601,t
11155,11179,t
11155,17114,t
11025,14632,t
11028,12194,t
11035,15451,t
11040,6250,t
11051,14499,t
11066,8009,t
11085,8844,t
11086,14501,t
11106,5450,t
11106,28927,t
11107,7670,t
11098,8989,t
11133,29942,t
11134,8119,t
11179,4594,t
11179,11155,t
11158,11906,t
11158,13330,t
11161,8891,t
11165,4361,t
11167,175,t
11167,7120,t
11168,13773,t
11579,12800,t
11267,7263,t
11268,4145,t
11268,6206,t
11279,16112,t
11288,10924,t
11305,23189,t
11306,1191,t
11338,11339,t
11339,11338,t
11343,29249,t
11344,22272,t
11345,16387,t
11348,23354,t
11351,30198,t
11354,28770,t
11356,4279,t
11358,6113,t
11361,1850,t
11371,15127,t
11373,22548,t
11374,22840,t
11394,6684,t
11397,11399,t
11397,23519,t
11399,11397,t
11425,12771,t
11425,23519,t
11428,1963,t
11432,2880,t
11433,14379,t
11434,27526,t
11465,25302,t
11467,12155,t
11488,3597,t
11497,569,t
11497,3579,t
11520,4652,t
11521,10806,t
11567,8019,t
11582,26744,t
11588,410,t
11588,2578,t
11590,6948,t
11590,6983,t
11593,11591,t
11619,2490,t
11619,9293,t
11639,22933,t
11654,9293,t
11667,11669,t
11667,22700,t
11669,1665,t
11669,11667,t
11684,22766,t
11685,21542,t
11688,25522,t
11689,20604,t
11698,7677,t
11707,8118,t
11707,14174,t
11712,5299,t
11712,9043,t
11737,489,t
11737,10970,t
11744,8541,t
11754,29547,t
11791,26108,t
11797,13566,t
11797,13667,t
11804,25687,t
11817,28618,t
11871,27783,t
11836,24718,t
11848,7513,t
11848,17155,t
11849,26570,t
11879,8292,t
11879,10987,t
11897,1406,t
11901,7747,t
11906,11158,t
11920,28643,t
11922,2817,t
11924,13486,t
11927,25738,t
11927,26433,t
11930,5120,t
11930,19656,t
11942,13822,t
11945,6770,t
11946,14548,t
11952,28794,t
11995,17514,t
11956,20573,t
11956,25805,t
11973,1360,t
12006,23966,t
11999,12811,t
11999,23525,t
12021,26668,t
12029,17560,t
12030,3782,t
12037,13160,t
12044,25635,t
12045,4194,t
12046,26786,t
12052,29011,t
12119,26426,t
12060,22719,t
12068,1856,t
12073,19246,t
12120,7883,t
12357,4864,t
12357,14742,t
12109,12110,t
12110,12109,t
12113,3917,t
12116,12478,t
12130,3777,t
21702,30327,t
12144,5754,t
12155,11467,t
12155,14660,t
12157,3476,t
12203,17446,t
12186,12314,t
12186,25352,t
12187,810,t
12608,29987,t
12209,4605,t
12210,1333,t
12225,8405,t
12226,14963,t
12250,25074,t
12250,30416,t
12251,1427,t
12273,8668,t
12276,28025,t
12283,24211,t
12283,26537,t
12296,5134,t
12296,30804,t
12308,21321,t
12308,29619,t
12314,12186,t
12324,28199,t
12325,15754,t
12331,13647,t
12332,1433,t
12332,13526,t
12375,2917,t
26168,282,t
12340,21859,t
12342,14141,t
12376,26479,t
12379,18103,t
12390,1232,t
12401,9132,t
12414,21371,t
12424,9497,t
12433,27988,t
12448,24286,t
12454,28980,t
12456,3313,t
12458,20801,t
12467,8908,t
12472,5214,t
12476,24433,t
12478,3120,t
12478,12116,t
12482,4550,t
12485,28876,t
12489,12542,t
12494,14367,t
12497,21755,t
12498,17460,t
12518,12731,t
12501,4078,t
12503,20801,t
12514,12543,t
12514,21932,t
12527,3787,t
12527,3828,t
12542,12489,t
12543,12514,t
12548,12869,t
12554,28876,t
12558,5768,t
12571,12572,t
12572,12571,t
12681,22052,t
12614,14018,t
12629,7060,t
12635,22266,t
12637,25480,t
12637,29907,t
12645,12712,t
12669,8811,t
12837,9344,t
12651,30169,t
12653,12724,t
12684,18090,t
12663,1232,t
13296,13264,t
12677,17937,t
12680,12738,t
12685,3939,t
12685,13579,t
12688,18625,t
12694,8001,t
12697,28790,t
12712,12645,t
12714,4327,t
12757,3959,t
12719,12846,t
12721,21747,t
12721,27123,t
12724,12653,t
12724,12791,t
12725,12764,t
12732,17493,t
12733,21036,t
12733,22536,t
12738,12680,t
12752,26957,t
12800,11579,t
12764,12725,t
12765,12799,t
12767,12830,t
12767,13579,t
12769,26509,t
12771,11425,t
12771,12822,t
12775,5198,t
12786,3776,t
12786,28196,t
12787,12850,t
12791,12724,t
12792,23637,t
12797,13822,t
12799,12765,t
12803,12814,t
12803,23917,t
12809,30644,t
12811,11999,t
12814,12803,t
12822,12771,t
12822,12835,t
12824,20383,t
12830,12767,t
12835,12822,t
12835,12858,t
12846,12719,t
12847,20988,t
