arterycode,centreline_id,direction,sideofint,match_on_case,artery_type
9787,1140465,Northbound,S,6,2
9787,13973613,Southbound,N,6,2
9787,1140465,Southbound,S,6,2
9787,14063859,Westbound,E,6,2
9787,1140357,Westbound,W,6,2
9788,20035612,Eastbound,E,6,2
9788,1145460,Eastbound,W,6,2
9788,14019342,Northbound,N,6,2
9788,14019342,Southbound,N,6,2
9788,20035612,Westbound,E,6,2
9788,1145460,Westbound,W,6,2
9790,1137852,Eastbound,E,6,2
9790,7130543,Eastbound,W,6,2
9790,1137853,Northbound,N,6,2
9790,1137871,Northbound,S,6,2
9790,1137853,Southbound,N,6,2
9790,1137871,Southbound,S,6,2
9790,1137852,Westbound,E,6,2
9790,7130543,Westbound,W,6,2
9791,1137637,Eastbound,E,6,2
9791,1137645,Eastbound,W,6,2
9791,1137638,Northbound,N,6,2
9791,1137655,Northbound,S,6,2
9791,1137638,Southbound,N,6,2
9791,1137655,Southbound,S,6,2
9791,1137637,Westbound,E,6,2
9791,1137645,Westbound,W,6,2
9793,7130472,Eastbound,E,6,2
9793,1137637,Eastbound,W,6,2
9793,7130464,Northbound,N,6,2
9793,7130464,Southbound,N,6,2
9793,7130472,Westbound,E,6,2
9793,1137637,Westbound,W,6,2
9794,1137811,Eastbound,W,6,2
9794,14036575,Northbound,N,6,2
9794,1137813,Northbound,S,6,2
9794,14036575,Southbound,N,6,2
9794,1137813,Southbound,S,6,2
9794,1137811,Westbound,W,6,2
9795,1137811,Eastbound,E,6,2
9795,1137830,Eastbound,W,6,2
9795,14036583,Northbound,N,6,2
9795,1137829,Northbound,S,6,2
9795,14036583,Southbound,N,6,2
9795,1137829,Southbound,S,6,2
9795,1137811,Westbound,E,6,2
9795,1137830,Westbound,W,6,2
9796,1137807,Eastbound,E,6,2
9796,4121338,Eastbound,W,6,2
9796,14036685,Northbound,N,6,2
9796,14036597,Northbound,S,6,2
9796,14036685,Southbound,N,6,2
9796,14036597,Southbound,S,6,2
9796,1137807,Westbound,E,6,2
9796,4121338,Westbound,W,6,2
9797,14036635,Eastbound,E,6,2
9797,1137747,Eastbound,W,6,2
9797,1137728,Northbound,N,6,2
9797,14036697,Northbound,S,6,2
9797,1137728,Southbound,N,6,2
9797,14036697,Southbound,S,6,2
9797,14036635,Westbound,E,6,2
9797,1137747,Westbound,W,6,2
9798,1137747,Eastbound,E,6,2
9798,1137764,Eastbound,W,6,2
9798,1137748,Northbound,N,6,2
9798,14036621,Northbound,S,6,2
9798,1137748,Southbound,N,6,2
9798,14036621,Southbound,S,6,2
9798,1137747,Westbound,E,6,2
9798,1137764,Westbound,W,6,2
9799,1137749,Eastbound,E,6,2
9799,1137757,Eastbound,W,6,2
9799,1137750,Northbound,N,6,2
9799,1137765,Northbound,S,6,2
9799,1137750,Southbound,N,6,2
9799,1137765,Southbound,S,6,2
9799,1137749,Westbound,E,6,2
9799,1137757,Westbound,W,6,2
9800,1715,Eastbound,E,6,2
9800,1718,Eastbound,W,6,2
9800,1816,Northbound,S,6,2
9800,1816,Southbound,S,6,2
9800,1715,Westbound,E,6,2
9800,1718,Westbound,W,6,2
9801,1805,Eastbound,E,6,2
9801,1815,Eastbound,W,6,2
9801,1806,Northbound,N,6,2
9801,4257409,Northbound,S,6,2
9801,1806,Southbound,N,6,2
9801,4257409,Southbound,S,6,2
9801,1805,Westbound,E,6,2
9801,1815,Westbound,W,6,2
9802,1670,Eastbound,E,6,2
9802,1678,Eastbound,W,6,2
9802,1766,Northbound,S,6,2
9802,1766,Southbound,S,6,2
9802,1670,Westbound,E,6,2
9802,1678,Westbound,W,6,2
9803,7941700,Eastbound,E,6,2
9803,7940985,Eastbound,W,6,2
9803,4257374,Northbound,S,6,2
9803,4257374,Southbound,S,6,2
9803,7941700,Westbound,E,6,2
9803,7940985,Westbound,W,6,2
9804,1539,Eastbound,E,6,2
9804,1548,Eastbound,W,6,2
9804,1653,Northbound,S,6,2
9804,1653,Southbound,S,6,2
9804,1539,Westbound,E,6,2
9804,1548,Westbound,W,6,2
9805,1626,Eastbound,E,6,2
9805,1634,Eastbound,W,6,2
9805,7796027,Northbound,S,6,2
9805,7796027,Southbound,S,6,2
9805,1626,Westbound,E,6,2
9805,1634,Westbound,W,6,2
9807,30004027,Northbound,S,8,2
9807,30004027,Southbound,S,8,2
9808,30004030,Northbound,S,8,2
9808,30004030,Southbound,S,8,2
9815,8152855,Eastbound,E,6,2
9815,907846,Eastbound,W,6,2
9815,907838,Northbound,N,6,2
9815,2945648,Northbound,S,6,2
9815,907838,Southbound,N,6,2
9815,2945648,Southbound,S,6,2
9815,8152855,Westbound,E,6,2
9815,907846,Westbound,W,6,2
9817,14024408,Eastbound,E,6,2
9817,7576995,Eastbound,W,6,2
9817,14024804,Northbound,S,6,2
9817,14024804,Southbound,S,6,2
9817,14024408,Westbound,E,6,2
9817,7576995,Westbound,W,6,2
9819,14011554,Eastbound,E,6,2
9819,30071840,Eastbound,W,6,2
9819,14011511,Northbound,N,6,2
9819,14011490,Northbound,S,6,2
9819,14011511,Southbound,N,6,2
9819,14011490,Southbound,S,6,2
9819,14011554,Westbound,E,6,2
9819,30071840,Westbound,W,6,2
9820,1140329,Eastbound,E,6,2
9820,14015292,Eastbound,W,6,2
9820,1140330,Northbound,N,6,2
9820,1140626,Northbound,S,6,2
9820,1140330,Southbound,N,6,2
9820,1140626,Southbound,S,6,2
9820,1140329,Westbound,E,6,2
9820,14015292,Westbound,W,6,2
9821,1274,Eastbound,E,6,2
9821,1292,Eastbound,W,6,2
9821,1275,Northbound,N,6,2
9821,1448,Northbound,S,6,2
9821,1275,Southbound,N,6,2
9821,1448,Southbound,S,6,2
9821,1274,Westbound,E,6,2
9821,1292,Westbound,W,6,2
9822,1260,Eastbound,E,6,2
9822,1274,Eastbound,W,6,2
9822,1261,Northbound,N,6,2
9822,1431,Northbound,S,6,2
9822,1261,Southbound,N,6,2
9822,1431,Southbound,S,6,2
9822,1260,Westbound,E,6,2
9822,1274,Westbound,W,6,2
9823,1244,Eastbound,E,6,2
9823,1260,Eastbound,W,6,2
9823,1245,Northbound,N,6,2
9823,1406,Northbound,S,6,2
9823,1245,Southbound,N,6,2
9823,1406,Southbound,S,6,2
9823,1244,Westbound,E,6,2
9823,1260,Westbound,W,6,2
9824,1226,Eastbound,E,6,2
9824,1244,Eastbound,W,6,2
9824,1227,Northbound,N,6,2
9824,1381,Northbound,S,6,2
9824,1227,Southbound,N,6,2
9824,1381,Southbound,S,6,2
9824,1226,Westbound,E,6,2
9824,1244,Westbound,W,6,2
9825,5391118,Eastbound,E,6,2
9825,11267498,Eastbound,W,6,2
9825,11267492,Northbound,N,6,2
9825,5395762,Northbound,S,6,2
9825,11267492,Southbound,N,6,2
9825,5395762,Southbound,S,6,2
9825,5391118,Westbound,E,6,2
9825,11267498,Westbound,W,6,2
9826,9909481,Eastbound,E,6,2
9826,9909545,Eastbound,W,6,2
9826,7194,Northbound,N,6,2
9826,7194,Southbound,N,6,2
9826,9909481,Westbound,E,6,2
9826,9909545,Westbound,W,6,2
9827,13501937,Northbound,N,6,2
9827,14624108,Northbound,S,6,2
9827,13501937,Southbound,N,6,2
9827,14624108,Southbound,S,6,2
9828,9110058,Eastbound,E,6,2
9828,8067844,Eastbound,W,6,2
9828,912534,Northbound,N,6,2
9828,912633,Northbound,S,6,2
9828,912534,Southbound,N,6,2
9828,912633,Southbound,S,6,2
9828,9110058,Westbound,E,6,2
9828,8067844,Westbound,W,6,2
9829,1140474,Eastbound,E,6,2
9829,1140417,Northbound,N,6,2
9829,8822700,Northbound,S,6,2
9829,1140417,Southbound,N,6,2
9829,8822700,Southbound,S,6,2
9829,1140474,Westbound,E,6,2
9830,14021755,Eastbound,E,6,2
9830,10561168,Eastbound,W,6,2
9830,1140824,Northbound,N,6,2
9830,1140824,Southbound,N,6,2
9830,14021755,Westbound,E,6,2
9830,10561168,Westbound,W,6,2
9831,8609202,Eastbound,E,6,2
9831,8609206,Eastbound,W,6,2
9831,1140620,Northbound,N,6,2
9831,1140824,Northbound,S,6,2
9831,1140620,Southbound,N,6,2
9831,1140824,Southbound,S,6,2
9831,8609202,Westbound,E,6,2
9831,8609206,Westbound,W,6,2
11111,7847390,Eastbound,E,6,2
11111,7846743,Eastbound,W,6,2
11111,1467,Northbound,N,6,2
11111,1601,Northbound,S,6,2
11111,1467,Southbound,N,6,2
11111,1601,Southbound,S,6,2
11111,7847390,Westbound,E,6,2
11111,7846743,Westbound,W,6,2
11117,10598930,Eastbound,E,6,2
11117,1144625,Eastbound,W,6,2
11117,14019500,Northbound,S,6,2
11117,14019500,Southbound,S,6,2
11117,10598930,Westbound,E,6,2
11117,1144625,Westbound,W,6,2
11120,1145532,Eastbound,E,6,2
11120,1145519,Eastbound,W,6,2
11120,14017966,Northbound,N,6,2
11120,14017966,Southbound,N,6,2
11120,1145532,Westbound,E,6,2
11120,1145519,Westbound,W,6,2
11121,1143323,Eastbound,E,6,2
11121,1143332,Eastbound,W,6,2
11121,1143324,Northbound,N,6,2
11121,1143436,Northbound,S,6,2
11121,1143324,Southbound,N,6,2
11121,1143436,Southbound,S,6,2
11121,1143323,Westbound,E,6,2
11121,1143332,Westbound,W,6,2
11122,30030180,Eastbound,E,6,2
11122,6341291,Eastbound,W,6,2
11122,30030180,Westbound,E,6,2
11122,6341291,Westbound,W,6,2
11123,8140588,Eastbound,E,6,2
11123,30030179,Northbound,N,6,2
11123,30030410,Northbound,S,6,2
11123,30030179,Southbound,N,6,2
11123,30030410,Southbound,S,6,2
11123,8140588,Westbound,E,6,2
11128,14041623,Eastbound,W,6,2
11128,1144120,Northbound,N,6,2
11128,1144187,Northbound,S,6,2
11128,1144120,Southbound,N,6,2
11128,1144187,Southbound,S,6,2
11128,14041623,Westbound,W,6,2
11129,1623,Eastbound,E,6,2
11129,1664,Eastbound,W,6,2
11129,1624,Northbound,N,6,2
11129,1624,Southbound,N,6,2
11129,1623,Westbound,E,6,2
11129,1664,Westbound,W,6,2
11130,1147153,Eastbound,E,6,2
11130,14066608,Northbound,N,6,2
11130,1147197,Northbound,S,6,2
11130,14066608,Southbound,N,6,2
11130,1147197,Southbound,S,6,2
11130,1147153,Westbound,E,6,2
11131,439664,Eastbound,E,6,2
11131,439723,Eastbound,W,6,2
11131,439747,Northbound,S,6,2
11131,439747,Southbound,S,6,2
11131,439664,Westbound,E,6,2
11131,439723,Westbound,W,6,2
11132,110739,Eastbound,E,6,2
11132,9694708,Northbound,N,6,2
11132,9694750,Northbound,S,6,2
11132,9694708,Southbound,N,6,2
11132,9694750,Southbound,S,6,2
11132,110739,Westbound,E,6,2
11133,7389653,Eastbound,E,6,2
11133,3154970,Eastbound,W,6,2
11133,20048679,Northbound,N,6,2
11133,20048679,Southbound,N,6,2
11133,7389653,Westbound,E,6,2
11133,3154970,Westbound,W,6,2
11135,909062,Eastbound,E,6,2
11135,909063,Northbound,N,6,2
11135,909090,Northbound,S,6,2
11135,909063,Southbound,N,6,2
11135,909090,Southbound,S,6,2
11135,909062,Westbound,E,6,2
11136,8745943,Eastbound,E,6,2
11136,8680552,Northbound,N,6,2
11136,1140775,Northbound,S,6,2
11136,8680552,Southbound,N,6,2
11136,1140775,Southbound,S,6,2
11136,8745943,Westbound,E,6,2
11137,913969,Eastbound,E,6,2
11137,7399196,Northbound,N,6,2
11137,7399192,Northbound,S,6,2
11137,7399196,Southbound,N,6,2
11137,7399192,Southbound,S,6,2
11137,913969,Westbound,E,6,2
11138,7130500,Eastbound,E,6,2
11138,443435,Eastbound,W,6,2
11138,10923887,Northbound,N,6,2
11138,443480,Northbound,S,6,2
11138,10923887,Southbound,N,6,2
11138,443480,Southbound,S,6,2
11138,7130500,Westbound,E,6,2
11138,443435,Westbound,W,6,2
11139,30065291,Northbound,S,8,2
11139,30065291,Southbound,S,8,2
11140,7950331,Eastbound,E,6,2
11140,7635500,Eastbound,W,6,2
11140,7295819,Northbound,S,6,2
11140,7295819,Southbound,S,6,2
11140,7950331,Westbound,E,6,2
11140,7635500,Westbound,W,6,2
11141,1139401,Eastbound,E,6,2
11141,1139479,Eastbound,W,6,2
11141,1139402,Northbound,N,6,2
11141,1139478,Northbound,S,6,2
11141,1139402,Southbound,N,6,2
11141,1139478,Southbound,S,6,2
11141,1139401,Westbound,E,6,2
11141,1139479,Westbound,W,6,2
11143,4840408,Eastbound,W,6,2
11143,437754,Northbound,N,6,2
11143,437792,Northbound,S,6,2
11143,437754,Southbound,N,6,2
11143,437792,Southbound,S,6,2
11143,4840408,Westbound,W,6,2
11145,8292593,Eastbound,E,6,2
11145,11585489,Eastbound,W,6,2
11145,14046133,Northbound,N,6,2
11145,14046133,Southbound,N,6,2
11145,8292593,Westbound,E,6,2
11145,11585489,Westbound,W,6,2
11147,14021517,Eastbound,E,6,2
11147,10906471,Eastbound,W,6,2
11147,1143536,Northbound,N,6,2
11147,14021992,Northbound,S,6,2
11147,1143536,Southbound,N,6,2
11147,14021992,Southbound,S,6,2
11147,14021517,Westbound,E,6,2
11147,10906471,Westbound,W,6,2
11148,5573735,Eastbound,E,6,2
11148,1143459,Eastbound,W,6,2
11148,14021363,Northbound,N,6,2
11148,14021903,Northbound,S,6,2
11148,14021363,Southbound,N,6,2
11148,14021903,Southbound,S,6,2
11148,5573735,Westbound,E,6,2
11148,1143459,Westbound,W,6,2
11149,8351475,Eastbound,E,6,2
11149,8351286,Eastbound,W,6,2
11149,20154674,Northbound,N,6,2
11149,1145743,Northbound,S,6,2
11149,20154674,Southbound,N,6,2
11149,1145743,Southbound,S,6,2
11149,8351475,Westbound,E,6,2
11149,8351286,Westbound,W,6,2
11150,9036012,Eastbound,E,6,2
11150,8985217,Northbound,N,6,2
11150,8985230,Northbound,S,6,2
11150,8985217,Southbound,N,6,2
11150,8985230,Southbound,S,6,2
11150,9036012,Westbound,E,6,2
11151,6338807,Eastbound,E,6,2
11151,3337388,Eastbound,W,6,2
11151,105917,Northbound,S,6,2
11151,105917,Southbound,S,6,2
11151,6338807,Westbound,E,6,2
11151,3337388,Westbound,W,6,2
11152,438289,Eastbound,E,6,2
11152,9602781,Eastbound,W,6,2
11152,438551,Northbound,S,6,2
11152,438551,Southbound,S,6,2
11152,438289,Westbound,E,6,2
11152,9602781,Westbound,W,6,2
11166,7554,Eastbound,E,6,2
11166,14071917,Eastbound,W,6,2
11166,9655508,Northbound,N,6,2
11166,9655858,Northbound,S,6,2
11166,9655508,Southbound,N,6,2
11166,9655858,Southbound,S,6,2
11166,7554,Westbound,E,6,2
11166,14071917,Westbound,W,6,2
11181,110507,Eastbound,E,6,2
11181,110559,Eastbound,W,6,2
11181,110508,Northbound,N,6,2
11181,110508,Southbound,N,6,2
11181,110507,Westbound,E,6,2
11181,110559,Westbound,W,6,2
11186,13503841,Eastbound,E,6,2
11186,106146,Eastbound,W,6,2
11186,13503857,Northbound,S,6,2
11186,13503857,Southbound,S,6,2
11186,13503841,Westbound,E,6,2
11186,106146,Westbound,W,6,2
11194,913211,Eastbound,W,6,2
11194,913186,Northbound,N,6,2
11194,913217,Northbound,S,6,2
11194,913186,Southbound,N,6,2
11194,913217,Southbound,S,6,2
11194,913211,Westbound,W,6,2
11197,9085868,Eastbound,E,6,2
11197,9086134,Eastbound,W,6,2
11197,8030567,Northbound,S,6,2
11197,8030567,Southbound,S,6,2
11197,9085868,Westbound,E,6,2
11197,9086134,Westbound,W,6,2
11205,443971,Eastbound,E,6,2
11205,5307255,Eastbound,W,6,2
11205,443951,Northbound,N,6,2
11205,444039,Northbound,S,6,2
11205,443951,Southbound,N,6,2
11205,444039,Southbound,S,6,2
11205,443971,Westbound,E,6,2
11205,5307255,Westbound,W,6,2
11209,14675362,Eastbound,W,6,2
11209,14675451,Northbound,N,6,2
11209,14675358,Northbound,S,6,2
11209,14675451,Southbound,N,6,2
11209,14675358,Southbound,S,6,2
11209,14675362,Westbound,W,6,2
11211,445513,Eastbound,E,6,2
11211,20040633,Eastbound,W,6,2
11211,445506,Northbound,N,6,2
11211,445506,Southbound,N,6,2
11211,445513,Westbound,E,6,2
11211,20040633,Westbound,W,6,2
11213,102819,Eastbound,E,6,2
11213,6313056,Eastbound,W,6,2
11213,30019279,Northbound,S,6,2
11213,30019279,Southbound,S,6,2
11213,102819,Westbound,E,6,2
11213,6313056,Westbound,W,6,2
11215,8127939,Eastbound,E,6,2
11215,8566547,Eastbound,W,6,2
11215,14017986,Northbound,N,6,2
11215,14018964,Northbound,S,6,2
11215,14017986,Southbound,N,6,2
11215,14018964,Southbound,S,6,2
11215,8127939,Westbound,E,6,2
11215,8566547,Westbound,W,6,2
11231,3092006,Eastbound,W,6,2
11231,910405,Northbound,N,6,2
11231,30061398,Northbound,S,6,2
11231,910405,Southbound,N,6,2
11231,30061398,Southbound,S,6,2
11231,3092006,Westbound,W,6,2
11232,1143477,Eastbound,E,6,2
11232,10923281,Eastbound,W,6,2
11232,14042227,Northbound,N,6,2
11232,1143835,Northbound,S,6,2
11232,14042227,Southbound,N,6,2
11232,1143835,Southbound,S,6,2
11232,1143477,Westbound,E,6,2
11232,10923281,Westbound,W,6,2
11233,2334784,Eastbound,E,6,2
11233,2334778,Eastbound,W,6,2
11233,14014761,Northbound,S,6,2
11233,14014761,Southbound,S,6,2
11233,2334784,Westbound,E,6,2
11233,2334778,Westbound,W,6,2
11234,14016891,Eastbound,E,6,2
11234,3969571,Northbound,N,6,2
11234,1146745,Northbound,S,6,2
11234,3969571,Southbound,N,6,2
11234,1146745,Southbound,S,6,2
11234,14016891,Westbound,E,6,2
11235,14041572,Eastbound,E,6,2
11235,20005760,Eastbound,W,6,2
11235,1146668,Northbound,N,6,2
11235,3969571,Northbound,S,6,2
11235,1146668,Southbound,N,6,2
11235,3969571,Southbound,S,6,2
11235,14041572,Westbound,E,6,2
11235,20005760,Westbound,W,6,2
11236,14016903,Eastbound,E,6,2
11236,1146630,Northbound,N,6,2
11236,1146668,Northbound,S,6,2
11236,1146630,Southbound,N,6,2
11236,1146668,Southbound,S,6,2
11236,14016903,Westbound,E,6,2
11237,8307,Eastbound,W,6,2
11237,8564418,Northbound,N,6,2
11237,8540614,Northbound,S,6,2
11237,8564418,Southbound,N,6,2
11237,8540614,Southbound,S,6,2
11237,8307,Westbound,W,6,2
11238,1138492,Eastbound,E,6,2
11238,7359689,Eastbound,W,6,2
11238,1138552,Northbound,S,6,2
11238,1138552,Southbound,S,6,2
11238,1138492,Westbound,E,6,2
11238,7359689,Westbound,W,6,2
11239,8187,Eastbound,E,6,2
11239,8492127,Eastbound,W,6,2
11239,30037316,Northbound,N,6,2
11239,9544688,Northbound,S,6,2
11239,30037316,Southbound,N,6,2
11239,9544688,Southbound,S,6,2
11239,8187,Westbound,E,6,2
11239,8492127,Westbound,W,6,2
11241,7753839,Eastbound,E,6,2
11241,1142293,Eastbound,W,6,2
11241,20062701,Northbound,N,6,2
11241,14674131,Northbound,S,6,2
11241,20062701,Southbound,N,6,2
11241,14674131,Southbound,S,6,2
11241,7753839,Westbound,E,6,2
11241,1142293,Westbound,W,6,2
11242,440040,Eastbound,E,6,2
11242,30039432,Eastbound,W,6,2
11242,30038848,Northbound,N,6,2
11242,440089,Northbound,S,6,2
11242,30038848,Southbound,N,6,2
11242,440089,Southbound,S,6,2
11242,440040,Westbound,E,6,2
11242,30039432,Westbound,W,6,2
11243,912825,Eastbound,W,6,2
11243,9110175,Northbound,N,6,2
11243,9110157,Northbound,S,6,2
11243,9110175,Southbound,N,6,2
11243,9110157,Southbound,S,6,2
11243,912825,Westbound,W,6,2
11244,908227,Eastbound,W,6,2
11244,908213,Northbound,N,6,2
11244,908293,Northbound,S,6,2
11244,908213,Southbound,N,6,2
11244,908293,Southbound,S,6,2
11244,908227,Westbound,W,6,2
11245,10158982,Eastbound,E,6,2
11245,11158780,Eastbound,W,6,2
11245,30001173,Northbound,N,6,2
11245,20053150,Northbound,S,6,2
11245,30001173,Southbound,N,6,2
11245,20053150,Southbound,S,6,2
11245,10158982,Westbound,E,6,2
11245,11158780,Westbound,W,6,2
11246,462,Eastbound,E,6,2
11246,3256182,Northbound,N,6,2
11246,3252682,Northbound,S,6,2
11246,3256182,Southbound,N,6,2
11246,3252682,Southbound,S,6,2
11246,462,Westbound,E,6,2
11247,7650534,Eastbound,E,6,2
11247,8824008,Eastbound,W,6,2
11247,10250116,Northbound,N,6,2
11247,10250116,Southbound,N,6,2
11247,7650534,Westbound,E,6,2
11247,8824008,Westbound,W,6,2
11248,1143272,Eastbound,E,6,2
11248,30080626,Eastbound,W,6,2
11248,14037210,Northbound,S,6,2
11248,14037210,Southbound,S,6,2
11248,1143272,Westbound,E,6,2
11248,30080626,Westbound,W,6,2
11249,8408413,Eastbound,E,6,2
11249,8408424,Eastbound,W,6,2
11249,14066852,Northbound,S,6,2
11249,14066852,Southbound,S,6,2
11249,8408413,Westbound,E,6,2
11249,8408424,Westbound,W,6,2
11250,7963732,Eastbound,E,6,2
11250,914193,Eastbound,W,6,2
11250,7872126,Northbound,N,6,2
11250,914174,Northbound,S,6,2
11250,7872126,Southbound,N,6,2
11250,914174,Southbound,S,6,2
11250,7963732,Westbound,E,6,2
11250,914193,Westbound,W,6,2
11252,105809,Eastbound,W,6,2
11252,30002251,Northbound,N,6,2
11252,106078,Northbound,S,6,2
11252,30002251,Southbound,N,6,2
11252,106078,Southbound,S,6,2
11252,105809,Westbound,W,6,2
11254,9392584,Northbound,N,1,1
11255,9392584,Southbound,N,1,1
11256,1138784,Northbound,S,1,1
11257,1138784,Southbound,S,1,1
11260,5581060,Northbound,S,1,1
11261,5581060,Southbound,S,1,1
11262,14023168,Westbound,E,1,1
11264,10833927,Northbound,S,1,1
11265,10833927,Southbound,N,1,1
11268,7950368,Northbound,N,1,1
11269,7950368,Southbound,N,1,1
11275,1146396,Northbound,S,1,1
11276,10906564,Northbound,S,1,1
11277,10906564,Southbound,N,1,1
11279,20230465,Eastbound,W,6,2
11279,30060497,Northbound,S,6,2
11279,30060497,Southbound,S,6,2
11279,20230465,Westbound,W,6,2
11287,2375336,Westbound,E,1,1
11288,2375336,Eastbound,W,1,1
11289,7514997,Eastbound,E,6,2
11289,30022828,Eastbound,W,6,2
11289,14014839,Northbound,N,6,2
11289,14014839,Southbound,N,6,2
11289,7514997,Westbound,E,6,2
11289,30022828,Westbound,W,6,2
11290,10558254,Eastbound,E,6,2
11290,1140950,Eastbound,W,6,2
11290,1140857,Northbound,N,6,2
11290,2561935,Northbound,S,6,2
11290,1140857,Southbound,N,6,2
11290,2561935,Southbound,S,6,2
11290,10558254,Westbound,E,6,2
11290,1140950,Westbound,W,6,2
11291,14022104,Eastbound,E,6,2
11291,4014970,Eastbound,W,6,2
11291,1141784,Northbound,N,6,2
11291,8408011,Northbound,S,6,2
11291,1141784,Southbound,N,6,2
11291,8408011,Southbound,S,6,2
11291,14022104,Westbound,E,6,2
11291,4014970,Westbound,W,6,2
11293,436631,Eastbound,E,6,2
11293,436665,Eastbound,W,6,2
11293,11125045,Northbound,S,6,2
11293,11125045,Southbound,S,6,2
11293,436631,Westbound,E,6,2
11293,436665,Westbound,W,6,2
11294,436695,Northbound,N,6,2
11294,436724,Northbound,S,6,2
11294,436695,Southbound,N,6,2
11294,436724,Southbound,S,6,2
11295,1138646,Eastbound,E,6,2
11295,1138669,Eastbound,W,6,2
11295,14023619,Northbound,N,6,2
11295,1138764,Northbound,S,6,2
11295,14023619,Southbound,N,6,2
11295,1138764,Southbound,S,6,2
11295,1138646,Westbound,E,6,2
11295,1138669,Westbound,W,6,2
11296,30012004,Eastbound,W,6,2
11296,11405274,Northbound,N,6,2
11296,14311481,Northbound,S,6,2
11296,11405274,Southbound,N,6,2
11296,14311481,Southbound,S,6,2
11296,30012004,Westbound,W,6,2
11297,7553262,Eastbound,E,6,2
11297,9847258,Eastbound,W,6,2
11297,14018568,Northbound,N,6,2
11297,30081939,Northbound,S,6,2
11297,14018568,Southbound,N,6,2
11297,30081939,Southbound,S,6,2
11297,7553262,Westbound,E,6,2
11297,9847258,Westbound,W,6,2
11298,30013699,Eastbound,E,6,2
11298,1138765,Eastbound,W,6,2
11298,1138764,Northbound,N,6,2
11298,1138764,Southbound,N,6,2
11298,30013699,Westbound,E,6,2
11298,1138765,Westbound,W,6,2
11299,30010685,Eastbound,E,6,2
11299,14066690,Northbound,N,6,2
11299,9212602,Northbound,S,6,2
11299,14066690,Southbound,N,6,2
11299,9212602,Southbound,S,6,2
11299,30010685,Westbound,E,6,2
11300,965,Eastbound,E,6,2
11300,972,Eastbound,W,6,2
11300,1065,Northbound,S,6,2
11300,1065,Southbound,S,6,2
11300,965,Westbound,E,6,2
11300,972,Westbound,W,6,2
11301,8731271,Eastbound,E,6,2
11301,8740167,Eastbound,W,6,2
11301,443860,Northbound,N,6,2
11301,443860,Southbound,N,6,2
11301,8731271,Westbound,E,6,2
11301,8740167,Westbound,W,6,2
11303,1138892,Eastbound,E,6,2
11303,1138838,Northbound,N,6,2
11303,1138902,Northbound,S,6,2
11303,1138838,Southbound,N,6,2
11303,1138902,Southbound,S,6,2
11303,1138892,Westbound,E,6,2
11304,1141353,Eastbound,E,6,2
11304,14021748,Eastbound,W,6,2
11304,14021785,Northbound,N,6,2
11304,11272109,Northbound,S,6,2
11304,14021785,Southbound,N,6,2
11304,11272109,Southbound,S,6,2
11304,1141353,Westbound,E,6,2
11304,14021748,Westbound,W,6,2
11306,1137885,Eastbound,E,6,2
11306,444568,Eastbound,W,6,2
11306,8566546,Northbound,S,6,2
11306,8566546,Southbound,S,6,2
11306,1137885,Westbound,E,6,2
11306,444568,Westbound,W,6,2
11307,14025464,Eastbound,E,6,2
11307,8491785,Eastbound,W,6,2
11307,1146640,Northbound,N,6,2
11307,8457361,Northbound,S,6,2
11307,1146640,Southbound,N,6,2
11307,8457361,Southbound,S,6,2
11307,14025464,Westbound,E,6,2
11307,8491785,Westbound,W,6,2
11308,906636,Eastbound,E,6,2
11308,20229263,Eastbound,W,6,2
11308,20113061,Northbound,N,6,2
11308,906720,Northbound,S,6,2
11308,20113061,Southbound,N,6,2
11308,906720,Southbound,S,6,2
11308,906636,Westbound,E,6,2
11308,20229263,Westbound,W,6,2
11309,30026353,Eastbound,E,6,2
11309,30075973,Eastbound,W,6,2
11309,30026353,Westbound,E,6,2
11309,30075973,Westbound,W,6,2
11310,,'','',9,2
11311,14024008,Eastbound,W,6,2
11311,7274839,Northbound,N,6,2
11311,10392225,Northbound,S,6,2
11311,7274839,Southbound,N,6,2
11311,10392225,Southbound,S,6,2
11311,14024008,Westbound,W,6,2
11313,9084978,Eastbound,E,6,2
11313,9084831,Eastbound,W,6,2
11313,20048526,Northbound,N,6,2
11313,20048526,Southbound,N,6,2
11313,9084978,Westbound,E,6,2
11313,9084831,Westbound,W,6,2
11316,1138859,Eastbound,E,6,2
11316,1138860,Northbound,N,6,2
11316,1138883,Northbound,S,6,2
11316,1138860,Southbound,N,6,2
11316,1138883,Southbound,S,6,2
11316,1138859,Westbound,E,6,2
11319,1142396,Eastbound,E,6,2
11319,14022892,Eastbound,W,6,2
11319,1142662,Northbound,S,6,2
11319,1142662,Southbound,S,6,2
11319,1142396,Westbound,E,6,2
11319,14022892,Westbound,W,6,2
11320,1138482,Eastbound,W,6,2
11320,1138474,Northbound,N,6,2
11320,1138521,Northbound,S,6,2
11320,1138474,Southbound,N,6,2
11320,1138521,Southbound,S,6,2
11320,1138482,Westbound,W,6,2
11321,1138544,Eastbound,E,6,2
11321,7323729,Northbound,N,6,2
11321,1138621,Northbound,S,6,2
11321,7323729,Southbound,N,6,2
11321,1138621,Southbound,S,6,2
11321,1138544,Westbound,E,6,2
11324,7553950,Eastbound,E,6,2
11324,14025230,Eastbound,W,6,2
