arterycode,centreline_id,direction,sideofint,match_on_case,artery_type
4285,436346,Westbound,W,6,2
4286,9950476,Eastbound,E,6,2
4286,20230537,Eastbound,W,6,2
4286,14659688,Northbound,N,6,2
4286,14659688,Southbound,N,6,2
4286,9950476,Westbound,E,6,2
4286,20230537,Westbound,W,6,2
4287,107723,Eastbound,E,6,2
4287,107724,Northbound,N,6,2
4287,7017604,Northbound,S,6,2
4287,107724,Southbound,N,6,2
4287,7017604,Southbound,S,6,2
4287,107723,Westbound,E,6,2
4288,106501,Eastbound,E,6,2
4288,106555,Eastbound,W,6,2
4288,30075982,Northbound,N,6,2
4288,30001996,Northbound,S,6,2
4288,30075982,Southbound,N,6,2
4288,30001996,Southbound,S,6,2
4288,106501,Westbound,E,6,2
4288,106555,Westbound,W,6,2
4289,30021217,Eastbound,E,6,2
4289,30065156,Northbound,N,6,2
4289,30064506,Northbound,S,6,2
4289,30065156,Southbound,N,6,2
4289,30064506,Southbound,S,6,2
4289,30021217,Westbound,E,6,2
4290,109881,Eastbound,W,6,2
4290,109843,Northbound,N,6,2
4290,109862,Northbound,S,6,2
4290,109843,Southbound,N,6,2
4290,109862,Southbound,S,6,2
4290,109881,Westbound,W,6,2
4291,1140505,Eastbound,E,6,2
4291,10334484,Northbound,N,6,2
4291,14036145,Northbound,S,6,2
4291,10334484,Southbound,N,6,2
4291,14036145,Southbound,S,6,2
4291,1140505,Westbound,E,6,2
4292,11046582,Eastbound,E,6,2
4292,3841896,Eastbound,W,6,2
4292,14036120,Northbound,N,6,2
4292,7569210,Northbound,S,6,2
4292,14036120,Southbound,N,6,2
4292,7569210,Southbound,S,6,2
4292,11046582,Westbound,E,6,2
4292,3841896,Westbound,W,6,2
4293,3232871,Eastbound,W,6,2
4293,1841,Northbound,N,6,2
4293,1864,Northbound,S,6,2
4293,1841,Southbound,N,6,2
4293,1864,Southbound,S,6,2
4293,3232871,Westbound,W,6,2
4294,2291972,Eastbound,E,6,2
4294,103983,Eastbound,W,6,2
4294,103973,Northbound,N,6,2
4294,104104,Northbound,S,6,2
4294,103973,Southbound,N,6,2
4294,104104,Southbound,S,6,2
4294,2291972,Westbound,E,6,2
4294,103983,Westbound,W,6,2
4295,908944,Eastbound,E,6,2
4295,909109,Eastbound,W,6,2
4295,908945,Northbound,N,6,2
4295,908968,Northbound,S,6,2
4295,908945,Southbound,N,6,2
4295,908968,Southbound,S,6,2
4295,908944,Westbound,E,6,2
4295,909109,Westbound,W,6,2
4296,8087291,Eastbound,E,6,2
4296,909798,Eastbound,W,6,2
4296,30007946,Northbound,N,6,2
4296,909829,Northbound,S,6,2
4296,30007946,Southbound,N,6,2
4296,909829,Southbound,S,6,2
4296,8087291,Westbound,E,6,2
4296,909798,Westbound,W,6,2
4297,909297,Eastbound,E,6,2
4297,909329,Eastbound,W,6,2
4297,909298,Northbound,N,6,2
4297,909410,Northbound,S,6,2
4297,909298,Southbound,N,6,2
4297,909410,Southbound,S,6,2
4297,909297,Westbound,E,6,2
4297,909329,Westbound,W,6,2
4298,906609,Eastbound,E,6,2
4298,10558836,Eastbound,W,6,2
4298,906610,Northbound,N,6,2
4298,30090495,Northbound,S,6,2
4298,906610,Southbound,N,6,2
4298,30090495,Southbound,S,6,2
4298,906609,Westbound,E,6,2
4298,10558836,Westbound,W,6,2
4299,438663,Eastbound,E,6,2
4299,438653,Eastbound,W,6,2
4299,438663,Westbound,E,6,2
4299,438653,Westbound,W,6,2
4300,14064028,Eastbound,E,6,2
4300,14037369,Northbound,N,6,2
4300,30018206,Northbound,S,6,2
4300,14037369,Southbound,N,6,2
4300,30018206,Southbound,S,6,2
4300,14064028,Westbound,E,6,2
4301,14064039,Eastbound,E,6,2
4301,14037328,Northbound,N,6,2
4301,30018237,Northbound,S,6,2
4301,14037328,Southbound,N,6,2
4301,30018237,Southbound,S,6,2
4301,14064039,Westbound,E,6,2
4302,14064421,Eastbound,W,6,2
4302,30075802,Northbound,N,6,2
4302,30003242,Northbound,S,6,2
4302,30075802,Southbound,N,6,2
4302,30003242,Southbound,S,6,2
4302,14064421,Westbound,W,6,2
4303,316,Eastbound,E,6,2
4303,344,Eastbound,W,6,2
4303,13497959,Northbound,N,6,2
4303,20042165,Northbound,S,6,2
4303,13497959,Southbound,N,6,2
4303,20042165,Southbound,S,6,2
4303,316,Westbound,E,6,2
4303,344,Westbound,W,6,2
4304,14025107,Eastbound,E,6,2
4304,1140441,Eastbound,W,6,2
4304,20098086,Northbound,N,6,2
4304,7570434,Northbound,S,6,2
4304,20098086,Southbound,N,6,2
4304,7570434,Southbound,S,6,2
4304,14025107,Westbound,E,6,2
4304,1140441,Westbound,W,6,2
4305,4616704,Eastbound,E,6,2
4305,105492,Eastbound,W,6,2
4305,105445,Northbound,N,6,2
4305,105445,Southbound,N,6,2
4305,4616704,Westbound,E,6,2
4305,105492,Westbound,W,6,2
4306,104610,Eastbound,E,6,2
4306,5439765,Eastbound,W,6,2
4306,2144994,Northbound,N,6,2
4306,6444784,Northbound,S,6,2
4306,2144994,Southbound,N,6,2
4306,6444784,Southbound,S,6,2
4306,104610,Westbound,E,6,2
4306,5439765,Westbound,W,6,2
4307,104705,Eastbound,E,6,2
4307,104554,Eastbound,W,6,2
4307,20058678,Northbound,S,6,2
4307,20058678,Southbound,S,6,2
4307,104705,Westbound,E,6,2
4307,104554,Westbound,W,6,2
4308,105132,Eastbound,E,6,2
4308,105390,Eastbound,W,6,2
4308,105133,Northbound,N,6,2
4308,105425,Northbound,S,6,2
4308,105133,Southbound,N,6,2
4308,105425,Southbound,S,6,2
4308,105132,Westbound,E,6,2
4308,105390,Westbound,W,6,2
4309,30019841,Eastbound,E,6,2
4309,14660467,Eastbound,W,6,2
4309,14661315,Northbound,N,6,2
4309,30019839,Northbound,S,6,2
4309,14661315,Southbound,N,6,2
4309,30019839,Southbound,S,6,2
4309,30019841,Westbound,E,6,2
4309,14660467,Westbound,W,6,2
4310,20091681,Eastbound,E,6,2
4310,438172,Eastbound,W,6,2
4310,438171,Northbound,N,6,2
4310,438289,Northbound,S,6,2
4310,438171,Southbound,N,6,2
4310,438289,Southbound,S,6,2
4310,20091681,Westbound,E,6,2
4310,438172,Westbound,W,6,2
4311,438319,Eastbound,E,6,2
4311,30005471,Eastbound,W,6,2
4311,438320,Northbound,N,6,2
4311,438386,Northbound,S,6,2
4311,438320,Southbound,N,6,2
4311,438386,Southbound,S,6,2
4311,438319,Westbound,E,6,2
4311,30005471,Westbound,W,6,2
4312,443197,Eastbound,E,6,2
4312,10367779,Eastbound,W,6,2
4312,3054774,Northbound,N,6,2
4312,3054774,Southbound,N,6,2
4312,443197,Westbound,E,6,2
4312,10367779,Westbound,W,6,2
4313,,'','',9,2
4314,440230,Eastbound,E,6,2
4314,440236,Eastbound,W,6,2
4314,440313,Northbound,S,6,2
4314,440313,Southbound,S,6,2
4314,440230,Westbound,E,6,2
4314,440236,Westbound,W,6,2
4315,1835,Eastbound,E,6,2
4315,20033784,Eastbound,W,6,2
4315,10410786,Northbound,N,6,2
4315,10410953,Northbound,S,6,2
4315,10410786,Southbound,N,6,2
4315,10410953,Southbound,S,6,2
4315,1835,Westbound,E,6,2
4315,20033784,Westbound,W,6,2
4316,14629357,Eastbound,E,6,2
4316,14646507,Eastbound,W,6,2
4316,1546,Northbound,N,6,2
4316,14646500,Northbound,S,6,2
4316,1546,Southbound,N,6,2
4316,14646500,Southbound,S,6,2
4316,14629357,Westbound,E,6,2
4316,14646507,Westbound,W,6,2
4317,906966,Eastbound,E,6,2
4317,906946,Eastbound,W,6,2
4317,906945,Northbound,N,6,2
4317,906991,Northbound,S,6,2
4317,906945,Southbound,N,6,2
4317,906991,Southbound,S,6,2
4317,906966,Westbound,E,6,2
4317,906946,Westbound,W,6,2
4318,8120910,Eastbound,W,6,2
4318,9667494,Northbound,N,6,2
4318,9655741,Northbound,S,6,2
4318,9667494,Southbound,N,6,2
4318,9655741,Southbound,S,6,2
4318,8120910,Westbound,W,6,2
4319,914028,Eastbound,W,6,2
4319,913996,Northbound,N,6,2
4319,8246672,Northbound,S,6,2
4319,913996,Southbound,N,6,2
4319,8246672,Southbound,S,6,2
4319,914028,Westbound,W,6,2
4320,9879465,Eastbound,E,6,2
4320,7641868,Eastbound,W,6,2
4320,913479,Northbound,N,6,2
4320,913544,Northbound,S,6,2
4320,913479,Southbound,N,6,2
4320,913544,Southbound,S,6,2
4320,9879465,Westbound,E,6,2
4320,7641868,Westbound,W,6,2
4321,912503,Eastbound,E,6,2
4321,912504,Northbound,N,6,2
4321,912596,Northbound,S,6,2
4321,912504,Southbound,N,6,2
4321,912596,Southbound,S,6,2
4321,912503,Westbound,E,6,2
4322,9530241,Eastbound,W,6,2
4322,8731008,Northbound,N,6,2
4322,8730995,Northbound,S,6,2
4322,8731008,Southbound,N,6,2
4322,8730995,Southbound,S,6,2
4322,9530241,Westbound,W,6,2
4323,9278721,Eastbound,E,6,2
4323,8106394,Eastbound,W,6,2
4323,8802578,Northbound,N,6,2
4323,8408372,Northbound,S,6,2
4323,8802578,Southbound,N,6,2
4323,8408372,Southbound,S,6,2
4323,9278721,Westbound,E,6,2
4323,8106394,Westbound,W,6,2
4324,8794159,Eastbound,E,6,2
4324,8822850,Eastbound,W,6,2
4324,909927,Northbound,N,6,2
4324,910073,Northbound,S,6,2
4324,909927,Southbound,N,6,2
4324,910073,Southbound,S,6,2
4324,8794159,Westbound,E,6,2
4324,8822850,Westbound,W,6,2
4325,11186927,Eastbound,E,6,2
4325,909522,Eastbound,W,6,2
4325,5826158,Northbound,N,6,2
4325,30058630,Northbound,S,6,2
4325,5826158,Southbound,N,6,2
4325,30058630,Southbound,S,6,2
4325,11186927,Westbound,E,6,2
4325,909522,Westbound,W,6,2
4326,909179,Eastbound,E,6,2
4326,909200,Eastbound,W,6,2
4326,909180,Northbound,N,6,2
4326,909281,Northbound,S,6,2
4326,909180,Southbound,N,6,2
4326,909281,Southbound,S,6,2
4326,909179,Westbound,E,6,2
4326,909200,Westbound,W,6,2
4327,30010479,Eastbound,W,6,2
4327,8206167,Northbound,N,6,2
4327,14659576,Northbound,S,6,2
4327,8206167,Southbound,N,6,2
4327,14659576,Southbound,S,6,2
4327,30010479,Westbound,W,6,2
4328,14037320,Eastbound,W,6,2
4328,14037265,Northbound,N,6,2
4328,30076037,Northbound,S,6,2
4328,14037265,Southbound,N,6,2
4328,30076037,Southbound,S,6,2
4328,14037320,Westbound,W,6,2
4329,440531,Eastbound,E,6,2
4329,11130086,Eastbound,W,6,2
4329,440532,Northbound,N,6,2
4329,440790,Northbound,S,6,2
4329,440532,Southbound,N,6,2
4329,440790,Southbound,S,6,2
4329,440531,Westbound,E,6,2
4329,11130086,Westbound,W,6,2
4331,10536977,Eastbound,E,6,2
4331,439453,Eastbound,W,6,2
4331,439452,Northbound,N,6,2
4331,439635,Northbound,S,6,2
4331,439452,Southbound,N,6,2
4331,439635,Southbound,S,6,2
4331,10536977,Westbound,E,6,2
4331,439453,Westbound,W,6,2
4332,437480,Eastbound,E,6,2
4332,437485,Eastbound,W,6,2
4332,437481,Northbound,N,6,2
4332,437600,Northbound,S,6,2
4332,437481,Southbound,N,6,2
4332,437600,Southbound,S,6,2
4332,437480,Westbound,E,6,2
4332,437485,Westbound,W,6,2
4333,436597,Eastbound,E,6,2
4333,436603,Eastbound,W,6,2
4333,436598,Northbound,N,6,2
4333,436655,Northbound,S,6,2
4333,436598,Southbound,N,6,2
4333,436655,Southbound,S,6,2
4333,436597,Westbound,E,6,2
4333,436603,Westbound,W,6,2
4334,13502865,Eastbound,W,6,2
4334,13502483,Northbound,N,6,2
4334,13502482,Northbound,S,6,2
4334,13502483,Southbound,N,6,2
4334,13502482,Southbound,S,6,2
4334,13502865,Westbound,W,6,2
4335,20080167,Eastbound,E,6,2
4335,30002407,Eastbound,W,6,2
4335,13975216,Northbound,N,6,2
4335,104239,Northbound,S,6,2
4335,13975216,Southbound,N,6,2
4335,104239,Southbound,S,6,2
4335,20080167,Westbound,E,6,2
4335,30002407,Westbound,W,6,2
4336,103082,Eastbound,E,6,2
4336,30002431,Eastbound,W,6,2
4336,6349684,Northbound,N,6,2
4336,6349680,Northbound,S,6,2
4336,6349684,Southbound,N,6,2
4336,6349680,Southbound,S,6,2
4336,103082,Westbound,E,6,2
4336,30002431,Westbound,W,6,2
4337,1152,Eastbound,E,6,2
4337,1164,Eastbound,W,6,2
4337,1153,Northbound,N,6,2
4337,1153,Southbound,N,6,2
4337,1152,Westbound,E,6,2
4337,1164,Westbound,W,6,2
4339,444646,Eastbound,E,6,2
4339,444730,Eastbound,W,6,2
4339,444647,Northbound,N,6,2
4339,444715,Northbound,S,6,2
4339,444647,Southbound,N,6,2
4339,444715,Southbound,S,6,2
4339,444646,Westbound,E,6,2
4339,444730,Westbound,W,6,2
4340,10571858,Eastbound,E,6,2
4340,8837833,Northbound,N,6,2
4340,20233960,Northbound,S,6,2
4340,8837833,Southbound,N,6,2
4340,20233960,Southbound,S,6,2
4340,10571858,Westbound,E,6,2
4342,11541970,Eastbound,W,6,2
4342,441328,Northbound,N,6,2
4342,441373,Northbound,S,6,2
4342,441328,Southbound,N,6,2
4342,441373,Southbound,S,6,2
4342,11541970,Westbound,W,6,2
4343,440385,Eastbound,E,6,2
4343,10536921,Eastbound,W,6,2
4343,440386,Northbound,N,6,2
4343,441121,Northbound,S,6,2
4343,440386,Southbound,N,6,2
4343,441121,Southbound,S,6,2
4343,440385,Westbound,E,6,2
4343,10536921,Westbound,W,6,2
4344,438190,Eastbound,E,6,2
4344,438319,Eastbound,W,6,2
4344,438191,Northbound,N,6,2
4344,438334,Northbound,S,6,2
4344,438191,Southbound,N,6,2
4344,438334,Southbound,S,6,2
4344,438190,Westbound,E,6,2
4344,438319,Westbound,W,6,2
4345,4786680,Eastbound,E,6,2
4345,436247,Eastbound,W,6,2
4345,436237,Northbound,N,6,2
4345,436255,Northbound,S,6,2
4345,436237,Southbound,N,6,2
4345,436255,Southbound,S,6,2
4345,4786680,Westbound,E,6,2
4345,436247,Westbound,W,6,2
4346,10924139,Eastbound,E,6,2
4346,1805,Eastbound,W,6,2
4346,10924071,Northbound,N,6,2
4346,1821,Northbound,S,6,2
4346,10924071,Southbound,N,6,2
4346,1821,Southbound,S,6,2
4346,10924139,Westbound,E,6,2
4346,1805,Westbound,W,6,2
4347,103294,Eastbound,E,6,2
4347,30019911,Eastbound,W,6,2
4347,2458256,Northbound,N,6,2
4347,5000552,Northbound,S,6,2
4347,2458256,Southbound,N,6,2
4347,5000552,Southbound,S,6,2
4347,103294,Westbound,E,6,2
4347,30019911,Westbound,W,6,2
4348,1140950,Eastbound,E,6,2
4348,1141006,Eastbound,W,6,2
4348,14021801,Northbound,N,6,2
4348,10538765,Northbound,S,6,2
4348,14021801,Southbound,N,6,2
4348,10538765,Southbound,S,6,2
4348,1140950,Westbound,E,6,2
4348,1141006,Westbound,W,6,2
4349,1579,Eastbound,E,6,2
4349,1600,Eastbound,W,6,2
4349,4257358,Northbound,N,6,2
4349,6208975,Northbound,S,6,2
4349,4257358,Southbound,N,6,2
4349,6208975,Southbound,S,6,2
4349,1579,Westbound,E,6,2
4349,1600,Westbound,W,6,2
4350,907067,Eastbound,E,6,2
4350,907054,Eastbound,W,6,2
4350,10982107,Northbound,N,6,2
4350,6051905,Northbound,S,6,2
4350,10982107,Southbound,N,6,2
4350,6051905,Southbound,S,6,2
4350,907067,Westbound,E,6,2
4350,907054,Westbound,W,6,2
4351,907992,Eastbound,W,6,2
4351,14254836,Northbound,N,6,2
4351,908024,Northbound,S,6,2
4351,14254836,Southbound,N,6,2
4351,908024,Southbound,S,6,2
4351,907992,Westbound,W,6,2
4352,440249,Eastbound,E,6,2
4352,10364898,Eastbound,W,6,2
4352,8492438,Northbound,N,6,2
4352,10948196,Northbound,S,6,2
4352,8492438,Southbound,N,6,2
4352,10948196,Southbound,S,6,2
4352,440249,Westbound,E,6,2
4352,10364898,Westbound,W,6,2
4353,20060121,Eastbound,W,6,2
4353,912359,Northbound,N,6,2
4353,912405,Northbound,S,6,2
4353,912359,Southbound,N,6,2
4353,912405,Southbound,S,6,2
4353,20060121,Westbound,W,6,2
4354,908799,Eastbound,E,6,2
4354,908800,Northbound,N,6,2
4354,908852,Northbound,S,6,2
4354,908800,Southbound,N,6,2
4354,908852,Southbound,S,6,2
4354,908799,Westbound,E,6,2
4355,908243,Eastbound,W,6,2
4355,908207,Northbound,N,6,2
4355,908226,Northbound,S,6,2
4355,908207,Southbound,N,6,2
4355,908226,Southbound,S,6,2
4355,908243,Westbound,W,6,2
4357,20044950,Eastbound,W,6,2
4357,7806952,Northbound,N,6,2
4357,7806932,Northbound,S,6,2
4357,7806952,Southbound,N,6,2
4357,7806932,Southbound,S,6,2
4357,20044950,Westbound,W,6,2
4358,910784,Eastbound,E,6,2
4358,910804,Eastbound,W,6,2
4358,7171765,Northbound,N,6,2
4358,910894,Northbound,S,6,2
4358,7171765,Southbound,N,6,2
4358,910894,Southbound,S,6,2
4358,910784,Westbound,E,6,2
4358,910804,Westbound,W,6,2
4359,10387102,Eastbound,E,6,2
4359,8492507,Northbound,N,6,2
4359,8492527,Northbound,S,6,2
4359,8492507,Southbound,N,6,2
4359,8492527,Southbound,S,6,2
4359,10387102,Westbound,E,6,2
4360,20045619,Eastbound,E,6,2
4360,439767,Eastbound,W,6,2
4360,439797,Northbound,S,6,2
4360,439797,Southbound,S,6,2
4360,20045619,Westbound,E,6,2
4360,439767,Westbound,W,6,2
4361,440964,Eastbound,E,6,2
4361,441010,Eastbound,W,6,2
4361,440965,Northbound,N,6,2
4361,440965,Southbound,N,6,2
4361,440964,Westbound,E,6,2
4361,441010,Westbound,W,6,2
4362,440829,Eastbound,E,6,2
4362,440889,Eastbound,W,6,2
4362,441026,Northbound,S,6,2
4362,441026,Southbound,S,6,2
4362,440829,Westbound,E,6,2
4362,440889,Westbound,W,6,2
4363,436956,Eastbound,E,6,2
4363,436758,Eastbound,W,6,2
4363,30073909,Northbound,N,6,2
4363,436832,Northbound,S,6,2
4363,30073909,Southbound,N,6,2
4363,436832,Southbound,S,6,2
4363,436956,Westbound,E,6,2
4363,436758,Westbound,W,6,2
4364,3369767,Eastbound,E,6,2
4364,105258,Eastbound,W,6,2
4364,105192,Northbound,N,6,2
4364,4570674,Northbound,S,6,2
4364,105192,Southbound,N,6,2
4364,4570674,Southbound,S,6,2
4364,3369767,Westbound,E,6,2
4364,105258,Westbound,W,6,2
4365,104586,Eastbound,E,6,2
4365,104675,Eastbound,W,6,2
4365,104587,Northbound,N,6,2
4365,104655,Northbound,S,6,2
4365,104587,Southbound,N,6,2
4365,104655,Southbound,S,6,2
4365,104586,Westbound,E,6,2
4365,104675,Westbound,W,6,2
4366,437310,Eastbound,E,6,2
4366,437351,Eastbound,W,6,2
4366,437311,Northbound,N,6,2
4366,437350,Northbound,S,6,2
4366,437311,Southbound,N,6,2
4366,437350,Southbound,S,6,2
4366,437310,Westbound,E,6,2
4366,437351,Westbound,W,6,2
4367,436769,Eastbound,E,6,2
4367,436723,Eastbound,W,6,2
4367,436722,Northbound,N,6,2
4367,436748,Northbound,S,6,2
4367,436722,Southbound,N,6,2
4367,436748,Southbound,S,6,2
4367,436769,Westbound,E,6,2
4367,436723,Westbound,W,6,2
4368,907223,Eastbound,E,6,2
4368,6123047,Eastbound,W,6,2
4368,907203,Northbound,N,6,2
4368,14047378,Northbound,S,6,2
4368,907203,Southbound,N,6,2
4368,14047378,Southbound,S,6,2
4368,907223,Westbound,E,6,2
4368,6123047,Westbound,W,6,2
4369,10071730,Eastbound,E,6,2
4369,30016929,Eastbound,W,6,2
4369,6836981,Northbound,N,6,2
4369,440147,Northbound,S,6,2
4369,6836981,Southbound,N,6,2
4369,440147,Southbound,S,6,2
4369,10071730,Westbound,E,6,2
4369,30016929,Westbound,W,6,2
4370,439183,Eastbound,E,6,2
4370,9171301,Eastbound,W,6,2
4370,8594872,Northbound,N,6,2
4370,7576548,Northbound,S,6,2
4370,8594872,Southbound,N,6,2
4370,7576548,Southbound,S,6,2
4370,439183,Westbound,E,6,2
4370,9171301,Westbound,W,6,2
4371,438861,Eastbound,E,6,2
4371,30020255,Eastbound,W,6,2
4371,438945,Northbound,S,6,2
4371,438945,Southbound,S,6,2
4371,438861,Westbound,E,6,2
4371,30020255,Westbound,W,6,2
4372,9065918,Eastbound,E,6,2
4372,11129072,Eastbound,W,6,2
4372,438261,Northbound,S,6,2
4372,438261,Southbound,S,6,2
4372,9065918,Westbound,E,6,2
4372,11129072,Westbound,W,6,2
4373,437811,Eastbound,E,6,2
4373,20040541,Eastbound,W,6,2
4373,437812,Northbound,N,6,2
4373,30015633,Northbound,S,6,2
4373,437812,Southbound,N,6,2
4373,30015633,Southbound,S,6,2
4373,437811,Westbound,E,6,2
4373,20040541,Westbound,W,6,2
4374,907123,Eastbound,E,6,2
4374,907143,Eastbound,W,6,2
4374,907124,Northbound,N,6,2
4374,10144872,Northbound,S,6,2
4374,907124,Southbound,N,6,2
4374,10144872,Southbound,S,6,2
4374,907123,Westbound,E,6,2
4374,907143,Westbound,W,6,2
4375,13975008,Eastbound,W,6,2
4375,105691,Northbound,N,6,2
4375,105747,Northbound,S,6,2
4375,105691,Southbound,N,6,2
4375,105747,Southbound,S,6,2
4375,13975008,Westbound,W,6,2
4376,4515411,Eastbound,E,6,2
4376,4417422,Eastbound,W,6,2
4376,104926,Northbound,N,6,2
4376,14066563,Northbound,S,6,2
4376,104926,Southbound,N,6,2
4376,14066563,Southbound,S,6,2
4376,4515411,Westbound,E,6,2
4376,4417422,Westbound,W,6,2
4377,106354,Eastbound,W,6,2
4377,106337,Northbound,N,6,2
4377,106410,Northbound,S,6,2
4377,106337,Southbound,N,6,2
4377,106410,Southbound,S,6,2
4377,106354,Westbound,W,6,2
4378,910416,Northbound,S,8,2
4378,910416,Southbound,S,8,2
4379,2821261,Eastbound,E,6,2
4379,909937,Eastbound,W,6,2
4379,909906,Northbound,N,6,2
4379,909969,Northbound,S,6,2
4379,909906,Southbound,N,6,2
4379,909969,Southbound,S,6,2
4379,2821261,Westbound,E,6,2
4379,909937,Westbound,W,6,2
4380,30066143,Eastbound,E,6,2
4380,902,Eastbound,W,6,2
4380,905,Northbound,S,6,2
4380,905,Southbound,S,6,2
4380,30066143,Westbound,E,6,2
4380,902,Westbound,W,6,2
4381,11714673,Eastbound,E,6,2
4381,4833213,Eastbound,W,6,2
4381,8571429,Northbound,N,6,2
4381,14021684,Northbound,S,6,2
4381,8571429,Southbound,N,6,2
4381,14021684,Southbound,S,6,2
4381,11714673,Westbound,E,6,2
4381,4833213,Westbound,W,6,2
4382,14016277,Eastbound,E,6,2
4382,1140438,Northbound,N,6,2
4382,1140570,Northbound,S,6,2
4382,1140438,Southbound,N,6,2
4382,1140570,Southbound,S,6,2
4382,14016277,Westbound,E,6,2
4383,8211759,Eastbound,E,6,2
4383,1139497,Eastbound,W,6,2
4383,14023397,Northbound,N,6,2
4383,14016160,Northbound,S,6,2
4383,14023397,Southbound,N,6,2
4383,14016160,Southbound,S,6,2
4383,8211759,Westbound,E,6,2
4383,1139497,Westbound,W,6,2
4385,11484469,Eastbound,E,6,2
4385,436326,Eastbound,W,6,2
4385,436306,Northbound,N,6,2
4385,436352,Northbound,S,6,2
4385,436306,Southbound,N,6,2
4385,436352,Southbound,S,6,2
4385,11484469,Westbound,E,6,2
4385,436326,Westbound,W,6,2
4386,6148490,Eastbound,E,6,2
4386,6148565,Eastbound,W,6,2
4386,9363,Northbound,N,6,2
4386,9363,Southbound,N,6,2
4386,6148490,Westbound,E,6,2
4386,6148565,Westbound,W,6,2
4387,9333,Eastbound,E,6,2
4387,2820941,Eastbound,W,6,2
4387,9334,Northbound,N,6,2
4387,7963316,Northbound,S,6,2
4387,9334,Southbound,N,6,2
4387,7963316,Southbound,S,6,2
4387,9333,Westbound,E,6,2
4387,2820941,Westbound,W,6,2
4388,9343,Eastbound,E,6,2
4388,7963316,Northbound,N,6,2
4388,9348,Northbound,S,6,2
4388,7963316,Southbound,N,6,2
4388,9348,Southbound,S,6,2
4388,9343,Westbound,E,6,2
4389,7642374,Eastbound,E,6,2
4389,7649840,Eastbound,W,6,2
4389,30067980,Northbound,N,6,2
4389,9334,Northbound,S,6,2
4389,30067980,Southbound,N,6,2
4389,9334,Southbound,S,6,2
4389,7642374,Westbound,E,6,2
4389,7649840,Westbound,W,6,2
4390,9107,Eastbound,E,6,2
4390,7777024,Northbound,N,6,2
4390,9113,Northbound,S,6,2
4390,7777024,Southbound,N,6,2
4390,9113,Southbound,S,6,2
4390,9107,Westbound,E,6,2
4391,30065239,Eastbound,E,6,2
4391,909269,Eastbound,W,6,2
4391,30018291,Northbound,N,6,2
4391,30004872,Northbound,S,6,2
4391,30018291,Southbound,N,6,2
4391,30004872,Southbound,S,6,2
4391,30065239,Westbound,E,6,2
4391,909269,Westbound,W,6,2
4392,909228,Eastbound,W,6,2
4392,909156,Northbound,N,6,2
4392,30018291,Northbound,S,6,2
4392,909156,Southbound,N,6,2
4392,30018291,Southbound,S,6,2
4392,909228,Westbound,W,6,2
4393,909104,Eastbound,W,6,2
4393,909099,Northbound,N,6,2
4393,909118,Northbound,S,6,2
4393,909099,Southbound,N,6,2
4393,909118,Southbound,S,6,2
4393,909104,Westbound,W,6,2
4394,908448,Eastbound,E,6,2
4394,908468,Eastbound,W,6,2
4394,908449,Northbound,N,6,2
4394,908480,Northbound,S,6,2
4394,908449,Southbound,N,6,2
4394,908480,Southbound,S,6,2
4394,908448,Westbound,E,6,2
4394,908468,Westbound,W,6,2
4395,20059059,Eastbound,E,6,2
4395,4223571,Eastbound,W,6,2
4395,30038669,Northbound,S,6,2
4395,30038669,Southbound,S,6,2
4395,20059059,Westbound,E,6,2
4395,4223571,Westbound,W,6,2
4396,14228179,Eastbound,E,6,2
4396,14228178,Eastbound,W,6,2
4396,14228179,Westbound,E,6,2
4396,14228178,Westbound,W,6,2
4397,14228284,Eastbound,E,6,2
4397,4889373,Eastbound,W,6,2
4397,102823,Northbound,S,6,2
4397,102823,Southbound,S,6,2
4397,14228284,Westbound,E,6,2
4397,4889373,Westbound,W,6,2
4398,439095,Eastbound,E,6,2
4398,439153,Eastbound,W,6,2
4398,10948456,Northbound,S,6,2
4398,10948456,Southbound,S,6,2
4398,439095,Westbound,E,6,2
4398,439153,Westbound,W,6,2
4399,14303958,Eastbound,E,6,2
4399,11267576,Eastbound,W,6,2
4399,439144,Northbound,S,6,2
4399,439144,Southbound,S,6,2
4399,14303958,Westbound,E,6,2
4399,11267576,Westbound,W,6,2
4400,20161371,Eastbound,E,6,2
4400,10335347,Eastbound,W,6,2
4400,436881,Northbound,S,6,2
4400,436881,Southbound,S,6,2
4400,20161371,Westbound,E,6,2
4400,10335347,Westbound,W,6,2
4401,436631,Eastbound,E,8,2
4401,436631,Westbound,E,8,2
4402,14228205,Eastbound,E,6,2
4402,30028414,Eastbound,W,6,2
4402,436282,Northbound,S,6,2
4402,436282,Southbound,S,6,2
4402,14228205,Westbound,E,6,2
4402,30028414,Westbound,W,6,2
4403,438278,Eastbound,E,6,2
4403,438381,Eastbound,W,6,2
4403,438764,Northbound,S,6,2
4403,438764,Southbound,S,6,2
4403,438278,Westbound,E,6,2
4403,438381,Westbound,W,6,2
4404,14303963,Eastbound,E,6,2
4404,30017745,Eastbound,W,6,2
4404,14303963,Westbound,E,6,2
4404,30017745,Westbound,W,6,2
4405,1147466,Eastbound,E,6,2
4405,30021327,Eastbound,W,6,2
4405,30021890,Northbound,N,6,2
4405,30021890,Southbound,N,6,2
4405,1147466,Westbound,E,6,2
4405,30021327,Westbound,W,6,2
