arterycode,match_on_case,artery_type,location,direction,sideofint
1839,1,1,YONGE ST S/B N OF CHARLES ST,Southbound,N
1840,1,1,YONGE ST S/B N OF CHATSWORTH DR,Southbound,N
1841,1,1,YONGE ST N/B S OF CHURCH ST,Northbound,S
1842,1,1,YONGE ST S/B N OF CHURCHILL AVE,Southbound,N
1843,1,1,YONGE ST S/B N OF COLLEGE ST,Southbound,N
1844,2,1,YONGE ST N/B S OF CRESCENT RD,Northbound,S
1845,1,1,YONGE ST S/B N OF CRESCENT RD,Southbound,N
1846,1,1,YONGE ST N/B S OF CUMMER AVE,Northbound,S
1847,1,1,YONGE ST S/B N OF DAVENPORT RD,Southbound,N
1848,1,1,YONGE ST S/B S OF DAVENPORT RD,Southbound,S
1849,1,1,YONGE ST N/B S OF DAVISVILLE AVE,Northbound,S
1850,1,1,YONGE ST S/B N OF DREWRY AVE,Southbound,N
1851,1,1,YONGE ST N/B S OF DUNDAS ST,Northbound,S
1852,1,1,YONGE ST S/B N OF DUNDAS ST,Southbound,N
1853,1,1,YONGE ST S/B N OF EDWARD ST,Southbound,N
1854,2,1,YONGE ST N/B S OF EGLINTON AVE,Northbound,S
1855,1,1,YONGE ST S/B N OF EGLINTON AVE,Southbound,N
1856,1,1,YONGE ST S/B N OF ELMHURST AVE,Southbound,N
1857,1,1,YONGE ST N/B S OF EMPRESS AVE,Northbound,S
1858,1,1,YONGE ST S/B N OF PARK HOME AVE,Southbound,N
1859,1,1,YONGE ST N/B S OF FAIRLAWN AVE,Northbound,S
1860,1,1,YONGE ST S/B N OF FAIRLAWN AVE,Southbound,N
1861,2,1,YONGE ST N/B S OF FINCH AVE,Northbound,S
1862,1,1,YONGE ST S/B N OF FINCH AVE,Southbound,N
1863,1,1,YONGE ST S/B N OF FLORENCE AVE,Southbound,N
1864,1,1,YONGE ST N/B S OF FRONT ST,Northbound,S
1865,1,1,YONGE ST S/B N OF FRONT ST,Southbound,N
1866,1,1,YONGE ST N/B S OF GERRARD ST,Northbound,S
1867,1,1,YONGE ST S/B N OF GERRARD ST,Southbound,N
1868,1,1,YONGE ST N/B S OF GLENGROVE AVE,Northbound,S
1869,1,1,YONGE ST S/B N OF GLENGROVE AVE,Southbound,N
1870,1,1,YONGE ST N/B S OF GLOUCESTER ST,Northbound,S
1871,1,1,YONGE ST N/B S OF GOULD ST,Northbound,S
1872,1,1,YONGE ST N/B S OF GREENFIELD AVE,Northbound,S
1873,1,1,YONGE ST N/B N OF GROSVENOR ST,Northbound,N
1874,1,1,YONGE ST S/B N OF GROSVENOR ST,Southbound,N
1875,1,1,YONGE ST N/B S OF HEATH ST E,Northbound,S
1876,1,1,YONGE ST S/B N OF HEATH ST W,Southbound,N
1878,1,1,YONGE ST N/B S OF HIGHWAY 401 N TCS,Northbound,S
1879,1,1,YONGE ST S/B N OF HIGHWAY 401 N TCS,Southbound,N
1880,1,1,YONGE ST S/B N OF IRWIN AVE,Southbound,N
1881,1,1,YONGE ST S/B N OF KEMPFORD BLVD,Southbound,N
1882,1,1,YONGE ST N/B S OF KING ST,Northbound,S
1883,1,1,YONGE ST S/B N OF KING ST,Southbound,N
1884,1,1,YONGE ST N/B S OF LAKE SHORE BLVD W/B,Northbound,S
1885,1,1,YONGE ST S/B N OF LAKE SHORE BLVD W/B,Southbound,N
1886,1,1,YONGE ST N/B S OF LAKE SHORE BLVD E/B,Northbound,S
1887,1,1,YONGE ST S/B N OF HARBOUR ST,Southbound,N
1888,1,1,YONGE ST N/B S OF LAWRENCE AVE,Northbound,S
1889,1,1,YONGE ST S/B N OF LAWRENCE AVE,Southbound,N
1890,1,1,YONGE ST S/B N OF LYTTON BLVD,Southbound,N
1891,1,1,YONGE ST S/B N OF MACPHERSON AVE,Southbound,N
1892,1,1,YONGE ST N/B S OF MADAWASKA AVE,Northbound,S
1893,1,1,YONGE ST N/B S OF MANOR RD,Northbound,S
1894,1,1,YONGE ST S/B N OF MANOR RD,Southbound,N
1895,1,1,YONGE ST N/B S OF MERTON ST,Northbound,S
1896,1,1,YONGE ST S/B N OF MERTON ST,Southbound,N
1897,1,1,YONGE ST N/B N OF MILL ST,Northbound,N
1898,2,1,YONGE ST N/B S OF MILL ST,Northbound,S
1899,1,1,YONGE ST S/B N OF MILL ST,Southbound,N
1900,1,1,YONGE ST S/B N OF MONTGOMERY AVE,Southbound,N
1901,1,1,YONGE ST S/B N OF MOORE PARK AVE,Southbound,N
1902,1,1,YONGE ST N/B S OF NORTH YORK BLVD,Northbound,S
1903,1,1,YONGE ST N/B S OF ELMWOOD AVE,Northbound,S
1904,1,1,YONGE ST S/B N OF NORTH YORK BLVD,Southbound,N
1905,1,1,YONGE ST N/B S OF PATRICIA AVE,Northbound,S
1906,1,1,YONGE ST S/B N OF PATRICIA AVE,Southbound,N
1907,1,1,YONGE ST N/B S OF POYNTZ AVE,Northbound,S
1908,2,1,YONGE ST S/B N OF POYNTZ AVE,Southbound,N
1909,1,1,YONGE ST N/B S OF QUEEN ST,Northbound,S
1910,1,1,YONGE ST S/B N OF QUEEN ST,Southbound,N
1911,1,1,YONGE ST S/B N OF QUEENS QUAY,Southbound,N
1912,1,1,YONGE ST N/B S OF RANLEIGH AVE,Northbound,S
1913,1,1,YONGE ST S/B N OF RANLEIGH AVE,Southbound,N
1914,1,1,YONGE ST N/B S OF RICHMOND ST,Northbound,S
1915,1,1,YONGE ST S/B N OF RICHMOND ST,Southbound,N
1916,1,1,YONGE ST N/B S OF ROSEHILL AVE,Northbound,S
1917,1,1,YONGE ST S/B N OF ROSEHILL AVE,Southbound,N
1918,1,1,YONGE ST N/B S OF ROWANWOOD AVE,Northbound,S
1919,1,1,YONGE ST N/B S OF SHAFTESBURY AVE,Northbound,S
1920,1,1,YONGE ST N/B S OF SHEPPARD AVE,Northbound,S
1921,1,1,YONGE ST S/B N OF SHEPPARD AVE,Southbound,N
1922,1,1,YONGE ST N/B S OF SHERWOOD AVE,Northbound,S
1923,1,1,YONGE ST N/B S OF SHUTER ST,Northbound,S
1924,3,1,YONGE ST S/B N OF SHUTER ST,Southbound,N
1925,1,1,YONGE ST N/B S OF SOUDAN AVE,Northbound,S
1926,1,1,YONGE ST N/B S OF ST CLAIR AVE,Northbound,S
1927,1,1,YONGE ST S/B N OF ST CLAIR AVE,Southbound,N
1928,2,1,YONGE ST N/B S OF ST EDMUNDS DR,Northbound,S
1929,11,1,YONGE ST N/B N OF STEELES AVE,Northbound,N
1930,1,1,YONGE ST N/B S OF STEELES AVE,Northbound,S
1931,11,1,YONGE ST S/B N OF STEELES AVE,Southbound,N
1932,1,1,YONGE ST S/B S OF STEELES AVE,Southbound,S
1933,1,1,YONGE ST N/B S OF WELLESLEY ST,Northbound,S
1934,1,1,YONGE ST S/B N OF WELLESLEY ST,Southbound,N
1935,1,1,YONGE ST N/B S OF WELLINGTON ST,Northbound,S
1936,1,1,YONGE ST S/B N OF WELLINGTON ST,Southbound,N
1937,2,1,YONGE ST S/B N OF WILSON AVE,Southbound,N
1938,1,1,YONGE ST N/B S OF WOODLAWN AVE,Northbound,S
1939,1,1,YONGE ST S/B N OF WOODLAWN AVE,Southbound,N
1941,1,1,YONGE BLVD S/B N OF YONGE ST,Southbound,N
1942,1,1,YONGE ST N/B S OF YORK MILLS RD,Northbound,S
1943,1,1,YORE RD E/B W OF GREENACRES RD,Eastbound,W
1944,1,1,YORE RD W/B E OF TRETHEWEY DR,Westbound,E
1945,1,1,YORK MILLS RD W/B E OF BANBURY RD,Westbound,E
1946,1,1,YORK MILLS RD E/B W OF BAYVIEW AVE,Eastbound,W
1947,2,1,YORK MILLS RD W/B E OF BAYVIEW AVE,Westbound,E
1948,1,1,YORK MILLS RD E/B W OF CHIPSTEAD RD,Eastbound,W
1949,1,1,YORK MILLS RD E/B W OF DON MILLS RD,Eastbound,W
1950,1,1,YORK MILLS RD W/B E OF DON MILLS RD,Westbound,E
1951,1,1,YORK MILLS RD W/B E OF DON VALLEY PKWY E TCS,Westbound,E
1952,1,1,YORK MILLS RD E/B W OF DON VALLEY PKWY E TCS,Eastbound,W
1953,1,1,YORK MILLS RD W/B E OF DON VALLEY PKWY W TCS,Westbound,E
1954,1,1,YORK MILLS RD E/B W OF FENN AVE,Eastbound,W
1955,1,1,YORK MILLS RD W/B E OF FENN AVE,Westbound,E
1956,2,1,YORK MILLS RD E/B W OF FENSIDE DR,Eastbound,W
1957,1,1,YORK MILLS RD W/B E OF FENSIDE DR,Westbound,E
1958,1,1,YORK MILLS RD E/B W OF HARRISON RD,Eastbound,W
1959,1,1,YORK MILLS RD W/B E OF HARRISON RD,Westbound,E
1960,1,1,YORK MILLS RD E/B W OF LESLIE ST,Eastbound,W
1961,1,1,YORK MILLS RD W/B E OF LESLIE ST,Westbound,E
1962,1,1,YORK MILLS RD E/B W OF LESMILL RD,Eastbound,W
1963,1,1,YORK MILLS RD W/B E OF LESMILL RD,Westbound,E
1964,1,1,YORK MILLS RD E/B W OF SANDFIELD RD,Eastbound,W
1965,1,1,YORK MILLS RD W/B E OF SANDFIELD RD,Westbound,E
1966,1,1,YORK MILLS RD W/B E OF SANDOVER DR,Westbound,E
1968,1,1,YORK MILLS RD E/B W OF UPPER HIGHLAND CRES,Eastbound,W
1969,1,1,YORK MILLS RD E/B E OF UPPER HIGHLAND CRES,Eastbound,E
1971,1,1,YORK MILLS RD E/B W OF VALLEYWOODS RD,Eastbound,W
1972,1,1,YORK MILLS RD E/B W OF VICTORIA PARK AVE,Eastbound,W
1973,2,1,YORK MILLS RD W/B E OF YONGE ST,Westbound,E
1976,1,1,EGLINTON AVE W/B E OF COMMERCE BLVD,Westbound,E
1977,1,1,EGLINTON AVE E/B W OF THE EAST MALL,Eastbound,W
1978,1,1,EGLINTON AVE W/B E OF THE EAST MALL,Westbound,E
1979,12,1,RAMP YORK MILLS RD E/B & W/B TO DON VALLEY PKWY S/B,Eastbound,W
1980,12,1,RAMP YORK MILLS RD W/B TO DON VALLEY PKWY S/B,Westbound,E
1981,1,1,YORK MILLS RD E/B & W/B TO DON VALLEY PKWY N/B,Eastbound,W
1984,1,1,W R ALLEN RD N/B TO LAWRENCE AVE E/B & W/B,Northbound,S
1986,1,1,BLACK CREEK DR N/B TO JANE ST,Northbound,S
1988,1,1,MOUNT PLEASANT RD N/B S OF INGLEWOOD DR,Northbound,S
1989,1,1,BAYVIEW AVE N/B N OF ROSEDALE VALLEY RD CUTOFF,Northbound,N
1990,1,1,RIVER ST E/B TO BAYVIEW AVE N/B,Northbound,S
1991,1,1,YONGE ST S/B N OF HIGHWAY 401 S TCS,Southbound,N
1992,1,1,BAYVIEW AVE S/B N OF HIGHWAY 401 N TCS,Southbound,N
1995,1,1,BAYVIEW AVE S/B  S OF LAWRENCE AVE,Southbound,S
1996,1,1,DUNDAS ST W/B E OF HIGHWAY 427 W TCS,Westbound,E
1997,1,1,DUNDAS ST E/B W OF HIGHWAY 427 E TCS,Eastbound,W
1998,1,1,MARTIN GROVE RD N/B S OF HIGHWAY 409 S TCS,Northbound,S
1999,1,1,BURNHAMTHORPE RD W/B E OF RENFORTH DR,Westbound,E
2000,12,1,RAMP F G GARDINER EXPY W/B TO KIPLING AVE TOTAL,Westbound,E
2001,3,1,DUFFERIN ST S/B N OF PONTIAC BUICK PLAZA,Southbound,N
2002,1,1,DUFFERIN ST S/B N OF BOWIE AVE,Southbound,N
2003,1,1,WESTON RD N/B S OF HIGHWAY 401 S TCS,Northbound,S
2004,1,1,WESTON RD W/B TO BLACK CREEK DR,Westbound,E
2005,3,1,SPADINA AVE N/B N OF FRONT ST,Northbound,N
2006,2,1,SHEPPARD AVE E/B W OF WILSON HEIGHTS BLVD,Eastbound,W
2007,1,1,WARDEN AVE S/B N OF HIGHWAY 401 N TCS,Southbound,N
2008,1,1,WARDEN AVE N/B S OF HIGHWAY 401 N TCS,Northbound,S
2009,1,1,DIXON RD W/B E OF ST PHILLIPS RD,Westbound,E
2010,1,1,WARDEN AVE S/B TO HIGHWAY 401 W/B,Southbound,N
2011,1,1,WARDEN AVE N/B S OF ARKONA DR,Northbound,S
2013,1,1,BAYVIEW AVE S/B N OF HIGHWAY 401 S TCS,Southbound,N
2014,1,1,ADELAIDE ST E/B W OF BAY ST,Eastbound,W
2015,1,1,ADELAIDE ST E/B W OF DUNCAN ST,Eastbound,W
2016,1,1,ADELAIDE ST E/B W OF JARVIS ST,Eastbound,W
2017,2,1,ADELAIDE ST E/B W OF JOHN ST,Eastbound,W
2018,1,1,ADELAIDE ST E/B W OF PARLIAMENT ST,Eastbound,W
2019,1,1,ADELAIDE ST E/B W OF PETER ST,Eastbound,W
2020,1,1,ADELAIDE ST E/B W OF PORTLAND ST,Eastbound,W
2021,1,1,ADELAIDE ST E/B W OF POWER ST,Eastbound,W
2022,1,1,ADELAIDE ST E/B W OF SHEPPARD ST,Eastbound,W
2023,1,1,ADELAIDE ST E/B W OF SHERBOURNE ST,Eastbound,W
2024,1,1,ADELAIDE ST E/B W OF SIMCOE ST,Eastbound,W
2025,1,1,ADELAIDE ST E/B W OF SPADINA AVE,Eastbound,W
2026,1,1,ADELAIDE ST E/B W OF UNIVERSITY AVE,Eastbound,W
2027,3,1,ADELAIDE ST E/B W OF YONGE ST,Eastbound,W
2028,1,1,ADELAIDE ST E/B W OF YORK ST,Eastbound,W
2029,3,1,BATHURST ST N/B S OF #4600 YMHA,Northbound,S
2030,1,1,BATHURST ST N/B S OF AVA RD,Northbound,S
2031,1,1,BATHURST ST S/B N OF AVA RD,Southbound,N
2032,1,1,BATHURST ST N/B S OF RAOUL WALLENBERG RD,Northbound,S
2033,1,1,BATHURST ST N/B S OF BAYCREST AVE,Northbound,S
2034,1,1,BATHURST ST S/B N OF BAYCREST AVE,Southbound,N
2035,1,1,BATHURST ST S/B N OF BLUE FLAG GT,Southbound,N
2036,1,1,BATHURST ST N/B S OF BRIAR HILL AVE,Northbound,S
2037,1,1,BATHURST ST S/B N OF BRIAR HILL AVE,Southbound,N
2038,1,1,BATHURST ST N/B S OF BURTON RD,Northbound,S
2039,2,1,BATHURST ST S/B N OF CARSCADDEN DR,Southbound,N
2040,1,1,BATHURST ST S/B N OF CEDARCROFT BLVD,Southbound,N
2041,1,1,BATHURST ST S/B N OF CLAXTON BLVD,Southbound,N
2042,1,1,BATHURST ST N/B S OF CODSELL AVE,Northbound,S
2043,1,1,BATHURST ST S/B N OF CODSELL AVE,Southbound,N
2044,1,1,BATHURST ST N/B S OF SARANAC BLVD,Northbound,S
2045,1,1,BATHURST ST N/B S OF DEWLANE DR,Northbound,S
2046,3,1,BATHURST ST S/B N OF ANTIBES DR,Southbound,N
2047,1,1,BATHURST ST N/B S OF DREWRY AVE,Northbound,S
2048,1,1,BATHURST ST N/B S OF EGLINTON AVE,Northbound,S
2049,1,1,BATHURST ST S/B N OF EGLINTON AVE,Southbound,N
2050,1,1,BATHURST ST N/B S OF WARWICK AVE,Northbound,S
2051,1,1,BATHURST ST N/B S OF ELLERSLIE AVE,Northbound,S
2052,1,1,BATHURST ST S/B N OF ELMRIDGE DR,Southbound,N
2053,1,1,BATHURST ST N/B S OF FAIRLAWN AVE,Northbound,S
2054,1,1,BATHURST ST N/B S OF FINCH AVE,Northbound,S
2055,1,1,BATHURST ST S/B N OF FINCH AVE,Southbound,N
2056,1,1,BATHURST ST S/B N OF FISHERVILLE RD,Southbound,N
2057,1,1,BATHURST ST N/B S OF GLENCAIRN AVE,Northbound,S
2058,1,1,BATHURST ST N/B S GREENWIN VILLAGE RD,Northbound,S
2059,1,1,BATHURST ST N/B S OF HORSHAM AVE,Northbound,S
2060,1,1,BATHURST ST N/B S OF INVERMAY AVE,Northbound,S
2061,1,1,BATHURST ST S/B N OF INVERMAY AVE,Southbound,N
2062,1,1,BATHURST ST N/B S OF JOICEY BLVD,Northbound,S
2063,1,1,BATHURST ST N/B S OF LAWRENCE AVE,Northbound,S
2064,1,1,BATHURST ST S/B N OF LAWRENCE AVE,Southbound,N
2065,1,1,BATHURST ST N/B S OF LONSDALE RD,Northbound,S
2066,1,1,BATHURST ST S/B N OF MARQUETTE AVE,Southbound,N
2067,3,1,BATHURST ST S/B N OF MASCOT PL,Southbound,N
2068,1,1,BATHURST ST N/B S OF NEPTUNE DRIVE,Northbound,S
2069,1,1,BATHURST ST S/B N OF NEPTUNE DR,Southbound,N
2070,3,1,BATHURST ST N/B S OF PATRICIA AVE,Northbound,S
2071,1,1,BATHURST ST S/B N OF PRINCE CHARLES DR,Southbound,N
2072,1,1,BATHURST ST N/B S OF RAEBURN AVE,Northbound,S
2073,1,1,BATHURST ST S/B N OF RAEBURN AVE,Southbound,N
2074,1,1,BATHURST ST N/B S OF RANEE AVE,Northbound,S
2075,1,1,BATHURST ST S/B N OF RANEE AVE,Southbound,N
2076,1,1,BATHURST ST S/B N OF RIDGE HILL DR,Southbound,N
2077,1,1,BATHURST ST S/B N OF ROCKFORD RD,Southbound,N
2078,1,1,BATHURST ST N/B S OF ROSELAWN AVE,Northbound,S
2079,1,1,BATHURST ST S/B N OF SARANAC BLVD,Southbound,N
2080,1,1,BATHURST ST N/B S OF SHELBORNE AVE,Northbound,S
2081,1,1,BATHURST ST S/B N OF SHELBORNE AVE,Southbound,N
2082,1,1,BATHURST ST N/B S OF SHEPPARD AVE,Northbound,S
2083,1,1,BATHURST ST S/B N OF SHEPPARD AVE,Southbound,N
2084,1,1,BATHURST ST N/B N OF ST CLAIR AVE,Northbound,N
2085,1,1,BATHURST ST S/B N OF ST CLAIR AVE,Southbound,N
2086,1,1,BATHURST ST N/B S OF STAFFORD RD,Northbound,S
2088,1,1,BATHURST ST N/B S OF STEELES AVE,Northbound,S
2090,1,1,BATHURST ST S/B N OF STRATHEARN RD,Southbound,N
2091,1,1,BATHURST ST N/B S OF TICHESTER BLVD,Northbound,S
2092,1,1,BATHURST ST S/B N OF TICHESTER RD,Southbound,N
2093,1,1,BATHURST ST N/B S OF VESTA DR,Northbound,S
2094,1,1,BATHURST ST N/B S OF VIEWMOUNT AVE,Northbound,S
2095,1,1,BATHURST ST S/B N OF VIEWMOUNT AVE,Southbound,N
2096,1,1,BATHURST ST S/B N OF WARWICK AVE,Southbound,N
2097,3,1,BATHURST ST S/B N OF #4600 YMHA,Southbound,N
2098,1,1,BATHURST ST N/B S OF WILSON AVE,Northbound,S
2099,1,1,BATHURST ST S/B N OF WILSON AVE,Southbound,N
2100,1,1,BATHURST ST N/B S OF YORK DOWNS DR,Northbound,S
2101,1,1,BATHURST ST S/B N OF YORK DOWNS DR,Southbound,N
2102,1,1,BLOOR ST BIKE STN E/B W OF CASTLE FRANK CRES,Eastbound,W
2103,1,1,BLOOR ST BIKE STN W/B W OF CASTLE FRANK CRES,Westbound,W
2104,1,1,BIRCHMOUNT RD N/B S OF ALLANFORD RD,Northbound,S
2105,2,1,BIRCHMOUNT RD S/B N OF BAY MILLS BLVD,Southbound,N
2106,2,1,BIRCHMOUNT RD N/B S OF BERTRAND AVE,Northbound,S
2107,1,1,BIRCHMOUNT RD S/B N OF BERTRAND AVE,Southbound,N
2108,1,1,BIRCHMOUNT RD N/B S OF BONIS AVE,Northbound,S
2109,2,1,BIRCHMOUNT RD N/B S OF COMSTOCK RD,Northbound,S
2110,1,1,BIRCHMOUNT RD S/B N OF COMSTOCK RD,Southbound,N
2111,1,1,BIRCHMOUNT RD N/B S OF DANFORTH AVE,Northbound,S
2112,1,1,BIRCHMOUNT RD S/B N OF DANFORTH AVE,Southbound,N
2113,1,1,BIRCHMOUNT RD N/B S OF DANFORTH RD,Northbound,S
2114,1,1,BIRCHMOUNT RD S/B N OF DANFORTH RD,Southbound,N
2115,1,1,BIRCHMOUNT RD N/B S OF EGLINTON AVE,Northbound,S
2116,2,1,BIRCHMOUNT RD S/B N OF EGLINTON AVE,Southbound,N
2117,1,1,BIRCHMOUNT RD N/B S OF ELLESMERE RD,Northbound,S
2118,2,1,BIRCHMOUNT RD S/B N OF ELLESMERE RD,Southbound,N
2119,1,1,BIRCHMOUNT RD N/B S OF FINCH AVE,Northbound,S
2120,1,1,BIRCHMOUNT RD S/B N OF FINCH AVE,Southbound,N
2121,2,1,BIRCHMOUNT RD S/B N OF FUNDY BAY BLVD,Southbound,N
2122,2,1,BIRCHMOUNT RD N/B S OF GLENDOWER CIR,Northbound,S
2123,1,1,BIRCHMOUNT RD N/B S OF HUNTINGWOOD DR,Northbound,S
2124,2,1,BIRCHMOUNT RD S/B N OF HUNTINGWOOD DR,Southbound,N
2125,1,1,BIRCHMOUNT RD N/B S OF IVY BUSH AVE,Northbound,S
2126,1,1,BIRCHMOUNT RD N/B N OF KINGSTON RD,Northbound,N
2127,1,1,BIRCHMOUNT RD S/B N OF KINGSTON RD,Southbound,N
2128,1,1,BIRCHMOUNT RD N/B S OF LAURA SECORD WALK,Northbound,S
2129,1,1,BIRCHMOUNT RD S/B N OF LAURA SECORD WALK,Southbound,N
2130,1,1,BIRCHMOUNT RD N/B S OF LAWRENCE AVE,Northbound,S
2131,1,1,BIRCHMOUNT RD S/B N OF LAWRENCE AVE,Southbound,N
2132,1,1,BIRCHMOUNT RD N/B S OF MCNICOLL AVE,Northbound,S
2133,1,1,BIRCHMOUNT RD S/B N OF MCNICOLL AVE,Southbound,N
2134,2,1,BIRCHMOUNT RD N/B S OF SANWOOD BLVD,Northbound,S
2135,1,1,BIRCHMOUNT RD S/B N OF SCARDEN AVE,Southbound,N
2136,1,1,BIRCHMOUNT RD N/B S OF SHEPPARD AVE,Northbound,S
2137,1,1,BIRCHMOUNT RD S/B N OF SHEPPARD AVE,Southbound,N
2138,1,1,BIRCHMOUNT RD N/B S OF SILVER SPRINGS BLVD,Northbound,S
2139,2,1,BIRCHMOUNT RD S/B N OF L AMOREAUX DR,Southbound,N
2140,1,1,BIRCHMOUNT RD N/B S OF ST CLAIR AVE,Northbound,S
2141,1,1,BIRCHMOUNT RD S/B N OF ST CLAIR AVE,Southbound,N
2142,11,1,BIRCHMOUNT RD N/B N OF STEELES AVE,Northbound,N
2143,2,1,BIRCHMOUNT RD N/B S OF STEELES AVE,Northbound,S
2144,11,1,BIRCHMOUNT RD S/B N OF STEELES AVE,Southbound,N
2146,1,1,BIRCHMOUNT RD S/B N OF TIMBERBANK BLVD,Southbound,N
2147,2,1,BIRCHMOUNT RD S/B N OF WINTERMUTE BLVD,Southbound,N
2148,2,1,BLOOR ST W/B E OF ABERFOYLE CRES,Westbound,E
2149,1,1,BLOOR ST E/B W OF AUKLAND RD,Eastbound,W
2150,3,1,BLOOR ST W/B E OF AVENUE RD,Westbound,E
2151,1,1,BLOOR ST E/B W OF BATHURST ST,Eastbound,W
2152,1,1,BLOOR ST W/B E OF BATHURST ST,Westbound,E
2153,1,1,BLOOR ST E/B W OF BAY ST,Eastbound,W
2154,1,1,BLOOR ST W/B E OF BAY ST,Westbound,E
2155,1,1,BLOOR ST E/B W OF BEDFORD RD,Eastbound,W
2156,1,1,BLOOR ST W/B E OF BEDFORD RD,Westbound,E
2157,1,1,BLOOR ST E/B W OF BRUNSWICK AVE,Eastbound,W
2158,1,1,BLOOR ST W/B E OF BRUNSWICK AVE,Westbound,E
2159,1,1,BLOOR ST E/B W OF CASTLE FRANK RD,Eastbound,W
2160,1,1,BLOOR ST W/B E OF CASTLE FRANK RD,Westbound,E
2161,1,1,BLOOR ST W/B E OF CHRISTIE ST,Westbound,E
2162,1,1,BLOOR ST E/B W OF CHURCH ST,Eastbound,W
2163,1,1,BLOOR ST W/B E OF CHURCH ST,Westbound,E
2164,1,1,BLOOR ST E/B W OF CLENDENAN AVE,Eastbound,W
2165,1,1,BLOOR ST W/B E OF CLENDENAN AVE,Westbound,E
2166,1,1,BLOOR ST E/B W OF COLBORNE LODGE,Eastbound,W
2167,1,1,BLOOR ST E/B W OF DOVERCOURT RD,Eastbound,W
2168,1,1,BLOOR ST W/B E OF DOVERCOURT RD,Westbound,E
2169,1,1,BLOOR ST E/B W OF DUFFERIN ST,Eastbound,W
2170,1,1,BLOOR ST W/B E OF DUFFERIN ST,Westbound,E
2173,1,1,BLOOR ST E/B W OF DUNDAS ST,Eastbound,W
2174,1,1,BLOOR ST W/B E OF DUNDAS ST,Westbound,E
2175,1,1,BLOOR ST E/B W OF DURIE ST,Eastbound,W
2176,1,1,BLOOR ST W/B E OF DURIE ST,Westbound,E
2177,1,1,BLOOR ST E/B W OF GARDENVALE RD,Eastbound,W
2178,2,1,BLOOR ST E/B W OF GRACE ST,Eastbound,W
2179,1,1,BLOOR ST E/B W OF HAVELOCK ST,Eastbound,W
2180,1,1,BLOOR ST W/B E OF HAVELOCK ST,Westbound,E
2181,1,1,BLOOR ST W/B E OF HIGH PARK DR,Westbound,E
2182,2,1,BLOOR ST E/B W OF HUMBER RIVER,Eastbound,W
2183,1,1,BLOOR ST E/B W OF HURON ST,Eastbound,W
2184,1,1,BLOOR ST W/B E OF HURON ST,Westbound,E
2185,1,1,BLOOR ST E/B W OF ISLINGTON AVE,Eastbound,W
2186,1,1,BLOOR ST W/B E OF ISLINGTON AVE,Westbound,E
2187,1,1,BLOOR ST E/B W OF JANE ST,Eastbound,W
2188,1,1,BLOOR ST W/B E OF JANE ST,Westbound,E
2189,1,1,BLOOR ST E/B W OF JARVIS ST,Eastbound,W
2190,1,1,BLOOR ST W/B E OF JARVIS ST,Westbound,E
2191,1,1,BLOOR ST W/B E OF KEELE ST,Westbound,E
2192,1,1,BLOOR ST E/B W OF MANNING AVE,Eastbound,W
2193,1,1,BLOOR ST W/B E OF MANNING AVE,Westbound,E
2194,1,1,BLOOR ST E/B W OF MARKLAND DR E TCS,Eastbound,W
2195,2,1,BLOOR ST W/B E OF MARKLAND DR E TCS,Westbound,E
2196,1,1,BLOOR ST E/B W OF MARKLAND DR W TCS,Eastbound,W
2197,2,1,BLOOR ST W/B E OF MARKLAND DR W TCS,Westbound,E
2198,2,1,BLOOR ST E/B W OF MILL RD,Eastbound,W
2199,1,1,BLOOR ST W/B E OF MILL RD,Westbound,E
2200,1,1,BLOOR ST E/B W OF MONTGOMERY RD,Eastbound,W
2201,1,1,BLOOR ST W/B E OF MONTGOMERY RD,Westbound,E
2202,1,1,BLOOR ST E/B W OF OSSINGTON AVE,Eastbound,W
2203,1,1,BLOOR ST W/B E OF OSSINGTON AVE,Westbound,E
2204,1,1,BLOOR ST E/B W OF PALMERSTON AVE,Eastbound,W
2205,1,1,BLOOR ST W/B E OF PALMERSTON AVE,Westbound,E
2206,2,1,BLOOR ST E/B W OF PARKSIDE DR,Eastbound,W
2207,1,1,BLOOR ST E/B W OF PARLIAMENT ST,Eastbound,W
2208,2,1,BLOOR ST W/B E OF PARLIAMENT ST,Westbound,E
2209,1,1,BLOOR ST E/B W OF PRINCE EDWARD DR,Eastbound,W
2210,1,1,BLOOR ST W/B E OF PRINCE EDWARD DR,Westbound,E
2211,1,1,BLOOR ST E/B W OF ROYAL YORK RD,Eastbound,W
2212,1,1,BLOOR ST W/B E OF ROYAL YORK RD,Westbound,E
2213,1,1,BLOOR ST E/B W OF RUNNYMEDE RD,Eastbound,W
2214,1,1,BLOOR ST W/B E OF RUNNYMEDE RD,Westbound,E
2215,1,1,BLOOR ST E/B W OF SHAVER AVE,Eastbound,W
2216,1,1,BLOOR ST W/B E OF SHAVER AVE,Westbound,E
2217,1,1,BLOOR ST E/B W OF SHAW ST,Eastbound,W
2218,1,1,BLOOR ST E/B W OF CRAWFORD ST,Eastbound,W
2219,1,1,BLOOR ST E/B W OF SHERBOURNE ST,Eastbound,W
2220,1,1,BLOOR ST W/B E OF SHERBOURNE ST,Westbound,E
2221,1,1,BLOOR ST E/B W OF SOUTH KINGSWAY,Eastbound,W
